Name,Position,Team,Games,Season,Age,Salary,Goals,Assists,Goals_Sixty,Assists_Sixty,CF_Percent,PDO,CFRel_Percent,Corsi,CorsiFor,CorsiAgainst,Shots,TOI
Sven.Baertschi,LR,CGY,26,20132014,20,0.925,1,6,0.18,1.08,43.23,99.53,-1.18,-82,262,344,25,332.73
Sven.Baertschi,LR,CGY/VAN,20,20142015,21,0.833,2,4,0.64,1.27,43.32,98.89,-2.18,-45,146,191,12,188.93
Sven.Baertschi,LR,VAN,64,20152016,22,0.9,11,6,0.9,0.49,46.36,99.46,-1,-96,612,708,69,732.9
Drew.Bagnall,D,MIN,2,20102011,26,0.6,0,0,0,0,38.24,77.78,-12.23,-8,13,21,1,24.84
Casey.Bailey,C,TOR,6,20142015,22,0.9,1,0,1.14,0,51.22,102.14,7.44,2,42,40,8,52.48
Josh.Bailey,RL,NYI,68,20082009,18,0.875,4,9,0.3,0.68,44.44,99.55,-1.69,-168,671,839,38,796.19
Josh.Bailey,RL,NYI,73,20092010,19,0.875,10,12,0.68,0.81,47.82,101.69,0.6,-72,788,860,65,885.22
Josh.Bailey,RL,NYI,70,20102011,20,0.875,6,10,0.41,0.69,45.76,97.98,-0.55,-138,744,882,54,871.38
Josh.Bailey,RL,NYI,80,20112012,21,0.8,8,16,0.51,1.01,46.21,99.87,-1.86,-131,799,930,68,948.04
Josh.Bailey,RL,NYI,44,20122013,22,1.3,11,8,1.08,0.78,50.26,101.13,-1.42,6,579,573,64,611.66
Josh.Bailey,RL,NYI,77,20132014,23,2.2,6,20,0.37,1.23,52.46,98.72,3.92,87,928,841,72,974.22
Josh.Bailey,RL,NYI,77,20142015,24,3.1,15,27,0.82,1.47,52.33,100.01,-0.11,108,1212,1104,117,1101.12
Josh.Bailey,RL,NYI,70,20152016,25,3.5,6,13,0.38,0.83,49.89,100.46,0.21,-4,895,899,73,939.89
Justin.Bailey,C,BUF,8,20152016,20,0.667,0,0,0,0,46.51,92.01,-1.17,-12,80,92,21,92.83
Keith.Ballard,D,PHX,82,20072008,24,2.05,3,12,0.14,0.55,46.71,101.33,-3.57,-152,1078,1230,79,1306.29
Keith.Ballard,D,FLA,82,20082009,25,2.5,4,19,0.18,0.83,48.69,102.5,3.17,-66,1222,1288,65,1371.07
Keith.Ballard,D,FLA,82,20092010,26,4.2,7,10,0.31,0.44,42.06,101.57,-3.9,-408,1081,1489,47,1358.27
Keith.Ballard,D,VAN,75,20102011,27,4.2,2,5,0.12,0.3,47.66,101.52,-5.44,-86,877,963,54,1014.74
Keith.Ballard,D,VAN,51,20112012,28,4.2,1,6,0.08,0.51,49.88,99.66,-5.38,-3,633,636,37,705.98
Keith.Ballard,D,VAN,36,20122013,29,4.2,0,2,0,0.24,50.67,98.27,-1.31,11,417,406,31,491.48
Keith.Ballard,D,MIN,48,20132014,30,1,2,5,0.21,0.52,46.29,97.56,-2.73,-68,424,492,21,572.23
Keith.Ballard,D,MIN,14,20142015,31,2,0,1,0,0.39,44.09,98.02,-12.67,-33,123,156,4,155.2
Carter.Bancks,L,CGY,2,20122013,23,0.56,0,0,0,0,25,100,-11.77,-20,10,30,0,24.96
Daniel.Bang,LR,NSH,8,20122013,25,0.718,0,2,0,1.2,49.02,97.05,3.49,-3,75,78,13,100.37
Ivan.Baranka,D,NYR,1,20072008,22,NA,0,1,0,4.54,42.86,116.67,2.51,-3,9,12,1,13.22
Mark.Barberio,D,T.B,2,20122013,22,0.6,0,0,0,0,48.89,88.24,12.53,-1,22,23,0,24.19
Mark.Barberio,D,T.B,51,20132014,23,0.605,4,5,0.36,0.45,52.95,101.6,2.56,73,655,582,44,668.26
Mark.Barberio,D,T.B,53,20142015,24,0.874,1,6,0.07,0.44,52.72,97.45,0.19,79,765,686,51,826.55
Mark.Barberio,D,MTL,30,20152016,25,0.6,2,7,0.3,1.03,53.53,100.42,3.35,52,394,342,29,405.94
Krys.Barch,L,DAL,51,20072008,27,NA,1,2,0.19,0.38,49.65,98.49,-0.58,-3,211,214,22,314.58
Krys.Barch,L,DAL,72,20082009,28,0.575,4,5,0.52,0.65,45.03,101.77,-5.35,-66,299,365,23,461.42
Krys.Barch,L,DAL,63,20092010,29,0.575,0,6,0,0.83,41.38,101.2,-7.15,-122,293,415,29,435.6
Krys.Barch,L,DAL,44,20102011,30,0.825,2,1,0.52,0.26,42.09,95.1,-5.52,-56,149,205,14,228.97
Krys.Barch,L,DAL/FLA,51,20112012,31,0.85,2,3,0.32,0.49,44.94,100.95,-4.02,-59,262,321,22,370.9
Krys.Barch,L,N.J,22,20122013,32,0.75,0,0,0,0,50.33,104.76,-4.27,1,77,76,4,121.4
Krys.Barch,L,FLA,55,20132014,33,0.75,0,4,0,0.72,44.13,95.37,-6.91,-63,237,300,19,331.95
Cam.Barker,D,CHI,45,20072008,21,0.689,4,9,0.42,0.94,47.68,102.81,-1.67,-41,422,463,28,577.28
Cam.Barker,D,CHI,85,20082009,22,0.984,3,10,0.16,0.54,53.95,96.89,-0.44,137,935,798,60,1107.81
Cam.Barker,D,CHI/MIN,70,20092010,23,3,1,10,0.07,0.69,51.58,101.34,-1.2,47,765,718,60,874.12
Cam.Barker,D,MIN,52,20102011,24,3,0,2,0,0.17,43.32,99.34,-1.6,-159,516,675,30,692.55
Cam.Barker,D,EDM,25,20112012,25,2.25,1,0,0.16,0,42.9,102.89,-2.3,-96,290,386,14,363.68
Cam.Barker,D,VAN,14,20122013,26,0.7,0,2,0,0.64,47.81,97.08,-4.01,-15,164,179,17,188.28
Aleksander.Barkov,C,FLA,54,20132014,18,0.925,4,13,0.34,1.1,52.11,99,1.09,56,691,635,62,709.18
Aleksander.Barkov,C,FLA,71,20142015,19,0.925,13,15,0.81,0.93,52.34,99.4,2.25,78,873,795,83,964.11
Aleksander.Barkov,C,FLA,57,20152016,20,0.925,12,13,0.93,1,47.38,102.3,-1.22,-72,651,723,92,776.89
Stu.Barnes,L,DAL,88,20072008,36,NA,12,7,0.78,0.45,46.75,99.91,-6.51,-89,641,730,64,926.38
Tyson.Barrie,D,COL,10,20112012,20,0.615,0,0,0,0,53.98,98.15,7.43,23,156,133,14,146.48
Tyson.Barrie,D,COL,32,20122013,21,0.69,0,7,0,0.78,51.03,97.9,3.33,21,519,498,42,535.82
Tyson.Barrie,D,COL,67,20132014,22,0.84,5,15,0.31,0.92,50.13,103.09,5.12,5,944,939,62,982.61
Tyson.Barrie,D,COL,80,20142015,23,2,8,24,0.36,1.07,45.09,102.88,2.95,-243,1115,1358,79,1341.6
Tyson.Barrie,D,COL,69,20152016,24,3.2,9,10,0.42,0.47,44.73,100.81,0.81,-254,1078,1332,86,1270.62
Matt.Bartkowski,D,BOS,6,20102011,22,0.635,0,0,0,0,45.19,99.21,-8.6,-10,47,57,2,52.57
Matt.Bartkowski,D,BOS,3,20112012,23,0.685,0,0,0,0,48.39,66.67,-3.01,-1,15,16,0,17.33
Matt.Bartkowski,D,BOS,18,20122013,24,0.66,1,3,0.22,0.66,56.35,98.23,1.91,66,293,227,19,273.41
Matt.Bartkowski,D,BOS,72,20132014,25,0.65,0,18,0,0.88,53.97,102.42,-0.74,178,1209,1031,96,1221.38
Matt.Bartkowski,D,BOS,47,20142015,26,1.25,0,4,0,0.33,49.83,98.62,-2.47,-4,601,605,62,717.52
Matt.Bartkowski,D,VAN,70,20152016,27,1.75,4,8,0.21,0.42,45.8,98.3,-1.63,-176,959,1135,69,1150.54
Victor.Bartley,D,NSH,24,20122013,24,0.537,0,7,0,1.02,46.85,102.59,-1.52,-43,320,363,18,413.61
Victor.Bartley,D,NSH,50,20132014,25,0.6,1,5,0.09,0.44,44.51,101.47,-4.32,-126,511,637,18,679.9
Victor.Bartley,D,NSH,41,20142015,26,0.6,0,10,0,1.17,49.74,100.74,-2.33,-5,486,491,29,513.22
Victor.Bartley,D,NSH/MTL,10,20152016,27,0.8,0,0,0,0,45.83,104.64,-4.17,-22,121,143,8,131.06
Oskars.Bartulis,D,PHI,60,20092010,22,0.5,1,7,0.08,0.55,45.49,98.87,-5.98,-128,645,773,24,767.48
Oskars.Bartulis,D,PHI,13,20102011,23,0.6,0,0,0,0,41.82,96.86,-8.66,-52,133,185,7,162.12
Cody.Bass,R,OTT,25,20072008,20,0.525,2,1,0.94,0.47,41.24,97.17,-12.76,-34,80,114,12,127.51
Cody.Bass,R,OTT,12,20082009,21,0.51,0,0,0,0,43.88,93.82,-6.53,-12,43,55,5,64.27
Cody.Bass,R,OTT,1,20102011,23,0.5,0,0,0,0,45.45,100,-3.23,-1,5,6,0,7.76
Cody.Bass,R,CBJ,14,20112012,24,0.6,0,1,0,0.53,41.92,101.94,-9.99,-27,70,97,13,113.38
Cody.Bass,R,CBJ,1,20132014,26,0.6,0,0,0,0,25,NA,-54.05,-2,1,3,0,2.66
Cody.Bass,R,NSH,14,20152016,28,0.575,0,0,0,0,39.72,95.56,-15.05,-29,56,85,10,100.71
Shawn.Bates,C,NYI,2,20072008,32,1.2,0,0,0,0,30,71.43,-15.86,-8,6,14,0,13.46
Bates.Battaglia,L,TOR,13,20072008,31,NA,0,0,0,0,43.37,79.31,-9.78,-11,36,47,6,52.88
Nolan.Baumgartner,D,VAN,13,20092010,33,0.55,1,1,0.35,0.35,43.33,108.69,-7.83,-44,143,187,10,170.88
Kyle.Baun,F,CHI,3,20142015,22,0.925,0,0,0,0,52.73,92.31,-2.25,3,29,26,4,39.02
Kyle.Baun,F,CHI,2,20152016,23,0.792,0,0,0,0,40.62,85.71,-17.04,-6,13,19,1,19.65
Ryan.Bayda,L,CAR,31,20072008,26,NA,3,3,0.53,0.53,59.01,97.32,7.42,109,357,248,53,337.82
Ryan.Bayda,L,CAR,85,20082009,27,0.475,7,8,0.63,0.72,48.55,100.97,-4.83,-36,603,639,68,667.04
Jay.Beagle,RC,WSH,7,20082009,22,0.688,0,0,0,0,48.33,77.78,-5.7,-2,29,31,6,37.47
Jay.Beagle,RC,WSH,7,20092010,23,0.688,1,1,0.91,0.91,45.8,98.33,-4.89,-11,60,71,9,65.6
Jay.Beagle,RC,WSH,31,20102011,24,0.5,2,1,0.43,0.22,46.34,100.36,-3.75,-33,209,242,22,278.89
Jay.Beagle,RC,WSH,53,20112012,25,0.525,5,2,0.5,0.2,44.56,99.97,-3.21,-109,446,555,52,602.42
Jay.Beagle,RC,WSH,55,20122013,26,0.7,3,6,0.35,0.69,47.52,97.91,-2.87,-46,440,486,57,521.49
Jay.Beagle,RC,WSH,62,20132014,27,1,4,5,0.38,0.48,44.77,97.9,-3.12,-112,479,591,50,631.11
Jay.Beagle,RC,WSH,76,20142015,28,1,11,11,0.77,0.77,49.73,100.43,-1.47,-8,749,757,93,861.1
Jay.Beagle,RC,WSH,48,20152016,29,1.75,7,8,0.75,0.86,49.49,101.84,-0.82,-10,487,497,46,560.67
Francois.Beauchemin,D,ANA,88,20072008,27,1.65,1,10,0.04,0.4,51.11,98.77,0.93,52,1194,1142,101,1490.35
Francois.Beauchemin,D,ANA,33,20082009,28,1.65,4,0,0.43,0,44.66,101.96,-3.97,-108,452,560,27,558.76
Francois.Beauchemin,D,TOR,82,20092010,29,4.2,1,13,0.04,0.53,53.39,97.92,0.87,201,1583,1382,98,1484.41
Francois.Beauchemin,D,ANA/TOR,87,20102011,30,3.55,3,12,0.12,0.47,47.97,99.34,-0.14,-113,1332,1445,75,1525.88
Francois.Beauchemin,D,ANA,81,20112012,31,3.65,5,9,0.2,0.36,50.21,97.3,2.49,11,1331,1320,95,1505
Francois.Beauchemin,D,ANA,55,20122013,32,3.5,4,12,0.25,0.76,49.01,102.88,2.14,-35,865,900,47,947.94
Francois.Beauchemin,D,ANA,83,20132014,33,3.5,3,10,0.13,0.43,48.04,101.71,-2.55,-105,1285,1390,71,1393.29
Francois.Beauchemin,D,ANA,80,20142015,34,3.5,9,12,0.37,0.5,51.61,102.27,0.32,87,1397,1310,85,1452.99
Francois.Beauchemin,D,COL,73,20152016,35,4.5,5,12,0.23,0.54,43.37,99.94,-1.2,-329,1076,1405,69,1327.98
Nathan.Beaulieu,D,MTL,6,20122013,19,0.925,0,2,0,1.58,56.05,107.49,1.41,19,88,69,5,76.04
Nathan.Beaulieu,D,MTL,24,20132014,20,0.925,0,3,0,0.68,47.3,108.92,1.21,-28,245,273,16,265.43
Nathan.Beaulieu,D,MTL,69,20142015,21,0.925,1,7,0.06,0.43,49.01,100.99,0.66,-35,868,903,52,973.98
Nathan.Beaulieu,D,MTL,60,20152016,22,1,1,13,0.06,0.84,51.21,98.72,-1.57,41,865,824,58,924.12
Taylor.Beck,RL,NSH,16,20122013,21,0.69,2,3,0.55,0.83,50,101.12,4.17,0,196,196,34,217.24
Taylor.Beck,RL,NSH,7,20132014,22,0.6,0,0,0,0,55.46,91.3,6.79,13,66,53,8,77.67
Taylor.Beck,RL,NSH,67,20142015,23,0.55,6,8,0.51,0.67,46.04,100.35,-7.99,-94,546,640,73,712.79
Taylor.Beck,RL,NYI,2,20152016,24,0.875,0,0,0,0,38.46,100,-15.82,-6,10,16,0,17.05
Kris.Beech,C,CBJ/PIT/VAN,25,20072008,26,NA,3,3,0.75,0.75,51.58,100.06,0.78,11,180,169,21,241.03
Steve.Begin,LC,MTL,56,20072008,29,1.225,3,8,0.34,0.91,48.6,100.32,0.43,-28,485,513,68,527.8
Steve.Begin,LC,DAL/MTL,62,20082009,30,1.3,6,5,0.65,0.55,46.81,98.85,-4.06,-63,462,525,78,549.76
Steve.Begin,LC,BOS,89,20092010,31,0.85,5,8,0.32,0.52,46.99,97.12,-6.74,-93,727,820,99,925.16
Steve.Begin,LC,NSH,2,20102011,32,0.55,0,0,0,0,41.67,81.82,-6.61,-4,10,14,2,20.02
Steve.Begin,LC,CGY,36,20122013,34,0.525,3,4,0.74,0.99,47.93,98.61,0.13,-18,208,226,25,242.72
Wade.Belak,RD,FLA/TOR,47,20072008,31,NA,1,0,0.32,0,36.81,100.38,-15.49,-81,113,194,15,189.43
Wade.Belak,RD,FLA/NSH,53,20082009,32,0.65,0,2,0,0.44,46.01,98.81,-3.88,-34,196,230,19,269.76
Wade.Belak,RD,NSH,39,20092010,33,0.65,0,2,0,0.71,43.4,100.84,-8.47,-35,115,150,8,169.23
Wade.Belak,RD,NSH,15,20102011,34,0.575,0,0,0,0,36.08,97.14,-14.47,-27,35,62,4,58.2
Eric.Belanger,C,MIN,81,20072008,29,1.75,4,17,0.24,1.04,49.73,99.66,0.91,-9,833,842,83,980.97
Eric.Belanger,C,MIN,79,20082009,30,1.75,7,10,0.42,0.6,47.08,99.19,-0.04,-97,781,878,99,995.62
Eric.Belanger,C,MIN/WSH,84,20092010,31,1.75,11,18,0.71,1.16,51.67,101.36,0.01,57,882,825,112,933.65
Eric.Belanger,C,PHX,86,20102011,32,0.75,10,21,0.54,1.13,51.73,101.34,2.15,74,1104,1030,93,1119.88
Eric.Belanger,C,EDM,78,20112012,33,2,2,7,0.14,0.5,46.01,98.79,-1.85,-120,691,811,89,834.81
Eric.Belanger,C,EDM,26,20122013,34,2,0,3,0,0.67,37.9,100.36,-8.94,-120,188,308,24,268.7
Matt.Beleskey,L,ANA,2,20082009,20,0.565,0,0,0,0,56,95,-6.39,3,14,11,0,21.23
Matt.Beleskey,L,ANA,60,20092010,21,0.565,11,7,0.9,0.57,46.36,98.18,-2.23,-96,611,707,103,731.42
Matt.Beleskey,L,ANA,41,20102011,22,0.62,4,6,0.49,0.73,40.88,98.72,-3.8,-171,383,554,58,492.42
Matt.Beleskey,L,ANA,69,20112012,23,0.625,4,10,0.35,0.88,46.39,100.73,-2.66,-88,565,653,71,682.31
Matt.Beleskey,L,ANA,49,20122013,24,0.85,7,5,0.79,0.56,42.92,102.69,-4.83,-135,409,544,60,531.34
Matt.Beleskey,L,ANA,60,20132014,25,1.3,10,11,0.93,1.02,49.4,102.47,0.07,-15,615,630,101,648.21
Matt.Beleskey,L,ANA,81,20142015,26,1.4,23,11,1.33,0.64,53.46,102.62,3.34,132,1021,889,142,1037.22
Matt.Beleskey,L,BOS,71,20152016,27,4,12,16,0.73,0.97,49.44,102.11,1.4,-21,930,951,110,985.73
Brett.Bellemore,D,CAR,8,20122013,24,0.525,0,2,0,1.28,53.26,94.92,-0.41,12,98,86,3,93.77
Brett.Bellemore,D,CAR,64,20132014,25,0.6,2,6,0.12,0.37,48.4,99.56,-1.21,-57,864,921,51,974.64
Brett.Bellemore,D,CAR,49,20142015,26,0.6,2,7,0.16,0.57,47.99,100.37,-4.95,-49,584,633,22,737.64
Pierre-Edouard.Bellemare,CL,PHI,81,20142015,29,0.6,6,5,0.43,0.36,46.36,99.8,-3.81,-108,687,795,97,843.91
Pierre-Edouard.Bellemare,CL,PHI,64,20152016,30,0.7,4,3,0.35,0.26,45.97,98.46,-5.25,-103,587,690,65,683.52
Shawn.Belle,D,MTL,2,20092010,24,0.6,0,0,0,0,46.88,81.82,-11.24,-2,15,17,1,20.93
Shawn.Belle,D,COL/EDM,9,20102011,25,0.6,0,0,0,0,42.92,103,-3.44,-33,100,133,6,129.8
Brendan.Bell,D,PHX,2,20072008,24,NA,0,0,0,0,36.11,88.24,-22.79,-10,13,23,0,24.47
Brendan.Bell,D,OTT,53,20082009,25,0.5,1,5,0.08,0.41,50.04,100.6,0.53,1,627,626,47,732.64
Brendan.Bell,D,NYR,1,20112012,28,0.525,0,0,0,0,50,90,5.1,0,13,13,2,10.96
Mark.Bell,CL,TOR,35,20072008,27,NA,4,6,0.77,1.16,47.18,101.13,-5.51,-30,251,281,32,310.29
Mark.Bell,CL,ANA,5,20112012,31,0.575,0,0,0,0,35.29,100,-14.71,-15,18,33,0,33.06
Anton.Belov,D,EDM,57,20132014,27,0.925,1,4,0.07,0.3,46.28,98.72,2.63,-107,665,772,34,802.18
Beau.Bennett,LR,PIT,32,20122013,20,0.9,2,7,0.37,1.28,46.61,107.34,-2.93,-41,282,323,29,328.46
Beau.Bennett,LR,PIT,33,20132014,21,0.9,3,7,0.45,1.05,55.9,96.93,3.95,76,360,284,34,401.32
Beau.Bennett,LR,PIT,51,20142015,22,0.9,4,8,0.42,0.84,53.58,98.42,0.22,71,532,461,70,571.38
Beau.Bennett,LR,PIT,25,20152016,23,0.8,4,2,0.88,0.44,50.7,97.4,2.16,7,253,246,30,272.33
Sam.Bennett,C,CGY,12,20142015,18,0.925,3,2,1.24,0.83,46.97,95.2,1.67,-16,124,140,15,145.45
Sam.Bennett,C,CGY,68,20152016,19,0.925,11,13,0.78,0.92,49.35,100.36,1.97,-21,793,814,80,849.42
Jamie.Benn,L,DAL,82,20092010,20,0.585,20,14,1.19,0.83,50.93,100.4,3.55,33,901,868,124,1011.12
Jamie.Benn,L,DAL,69,20102011,21,0.635,12,25,0.78,1.62,50.36,101.57,2.69,12,830,818,116,924.16
Jamie.Benn,L,DAL,71,20112012,22,0.67,21,25,1.26,1.5,52.56,101.54,4.43,97,995,898,137,1001.51
Jamie.Benn,L,DAL,41,20122013,23,4.5,8,12,0.77,1.15,49.48,98.33,1.68,-12,574,586,79,626.59
Jamie.Benn,L,DAL,87,20132014,24,5,27,29,1.39,1.5,52.37,103.53,2.27,112,1236,1124,178,1163.29
Jamie.Benn,L,DAL,82,20142015,25,5.25,21,32,1.1,1.68,54.52,101.15,3.38,207,1249,1042,151,1141.17
Jamie.Benn,L,DAL,73,20152016,26,5.75,14,26,0.8,1.49,54.74,97.94,2.49,196,1131,935,137,1048.57
Jordie.Benn,D,DAL,3,20112012,24,0.55,0,1,0,1.73,43.14,100,-5.96,-7,22,29,0,34.77
Jordie.Benn,D,DAL,26,20122013,25,0.525,0,5,0,0.86,50.78,99.5,-0.25,10,325,315,24,346.88
Jordie.Benn,D,DAL,84,20132014,26,0.6,1,16,0.04,0.71,50.66,101.41,0.38,33,1275,1242,79,1343.67
Jordie.Benn,D,DAL,73,20142015,27,0.65,2,12,0.11,0.65,54.43,97.66,3.9,183,1125,942,64,1101.9
Jordie.Benn,D,DAL,56,20152016,28,0.85,1,7,0.08,0.55,49.03,99.09,-5.4,-27,685,712,43,757.27
Andre.Benoit,D,OTT,8,20102011,26,0.55,0,0,0,0,45.59,97.33,-0.78,-18,93,111,13,113.62
Andre.Benoit,D,OTT,38,20122013,28,0.65,2,5,0.23,0.58,55.38,99.6,2.76,112,576,464,42,520.33
Andre.Benoit,D,COL,86,20132014,29,0.9,5,9,0.23,0.41,46.32,101.41,0.08,-179,1127,1306,69,1307.97
Andre.Benoit,D,BUF,59,20142015,30,0.8,0,7,0,0.47,37.13,100.39,0.01,-425,613,1038,35,887.17
Andre.Benoit,D,STL,2,20152016,31,0.6,0,0,0,0,31.71,116.67,-7.58,-15,13,28,0,26.59
Sean.Bentivoglio,L,NYI,1,20082009,22,0.54,0,0,0,0,36.36,100,-6.69,-6,8,14,2,10.97
Bryan.Berard,D,NYI,54,20072008,30,NA,1,6,0.08,0.51,49.84,99.73,0.46,-4,620,624,43,710.18
Marc-Andre.Bergeron,D,ANA/NYI,55,20072008,26,1.045,0,3,0,0.27,50.95,96.7,2.29,23,615,592,52,675.03
Marc-Andre.Bergeron,D,MIN,72,20082009,27,1.501,7,7,0.45,0.45,52.5,101.39,7.14,82,861,779,74,930.07
Marc-Andre.Bergeron,D,MTL,79,20092010,28,0.75,4,6,0.26,0.39,46.47,98.97,0.73,-123,809,932,80,925.08
Marc-Andre.Bergeron,D,T.B,37,20102011,29,1,1,3,0.15,0.46,60.24,93.7,13.81,155,456,301,36,391.75
Marc-Andre.Bergeron,D,T.B,43,20112012,30,1,3,10,0.27,0.9,52.31,102.11,5.31,56,635,579,46,665.74
Marc-Andre.Bergeron,D,CAR/T.B,25,20122013,31,1,1,2,0.23,0.45,56.8,96.3,8.36,69,288,219,28,266.18
Patrice.Bergeron,C,BOS,10,20072008,22,5,1,3,0.53,1.59,54.1,104.23,8.97,15,99,84,17,112.97
Patrice.Bergeron,C,BOS,74,20082009,23,5,5,18,0.34,1.23,47.27,102.26,-4.37,-80,693,773,106,878.08
Patrice.Bergeron,C,BOS,85,20092010,24,5,16,24,0.84,1.27,56.04,98.39,3.98,251,1165,914,145,1137.6
Patrice.Bergeron,C,BOS,103,20102011,25,5.75,19,32,0.86,1.45,53.56,103.27,4.1,186,1399,1213,177,1324.35
Patrice.Bergeron,C,BOS,88,20112012,26,5.9,14,30,0.7,1.51,59.7,102.09,7.58,436,1342,906,139,1195.68
Patrice.Bergeron,C,BOS,64,20122013,27,4.55,10,19,0.66,1.25,59.07,101.72,7.51,323,1052,729,131,910.42
Patrice.Bergeron,C,BOS,92,20132014,28,4.55,21,23,1.03,1.12,61.13,101.78,9.59,490,1346,856,180,1227.46
Patrice.Bergeron,C,BOS,81,20142015,29,8.75,16,18,0.91,1.02,58.16,96.73,8.99,322,1147,825,158,1058.62
Patrice.Bergeron,C,BOS,71,20152016,30,8.75,16,13,1,0.81,54.51,100.02,7.97,164,992,828,155,960.69
Sean.Bergenheim,L,NYI,78,20072008,23,NA,9,11,0.65,0.8,53.25,99.27,3.9,98,804,706,132,826.89
Sean.Bergenheim,L,NYI,59,20082009,24,0.8,11,9,0.97,0.79,49.4,97.53,4.48,-17,694,711,125,682.91
Sean.Bergenheim,L,NYI,63,20092010,25,0.925,8,10,0.64,0.8,49.35,98.7,1.58,-19,722,741,108,749.69
Sean.Bergenheim,L,T.B,96,20102011,26,0.7,21,13,1.17,0.72,55.47,97.93,6.42,223,1131,908,184,1080.97
Sean.Bergenheim,L,FLA,69,20112012,27,2.75,12,7,0.79,0.46,53.19,97.31,5.21,104,867,763,158,912.94
Sean.Bergenheim,L,FLA,62,20132014,29,2.75,12,11,0.88,0.81,55.06,95.54,2.99,153,832,679,140,816.11
Sean.Bergenheim,L,FLA/MIN,59,20142015,30,2.75,9,8,0.75,0.67,53.27,98.16,2.13,80,652,572,95,720.02
Niclas.Bergfors,RL,N.J,1,20072008,20,0.56,0,0,0,0,46.15,75,-13.5,-1,6,7,2,8.1
Niclas.Bergfors,RL,N.J,8,20082009,21,0.475,1,0,1.25,0,42.47,95.88,-10.25,-11,31,42,5,47.95
Niclas.Bergfors,RL,N.J/ATL,81,20092010,22,0.5,11,17,0.65,1,51.73,98.3,3.13,61,910,849,153,1020.92
Niclas.Bergfors,RL,FLA/ATL,72,20102011,23,0.9,8,18,0.53,1.18,52.24,98.06,5.14,80,934,854,119,912.04
Niclas.Bergfors,RL,NSH,11,20112012,24,0.575,1,1,0.75,0.75,42.96,98.26,-3.09,-20,61,81,7,79.93
Patrik.Berglund,C,STL,80,20082009,20,0.85,14,11,1.02,0.8,49.16,106.17,1.36,-23,675,698,82,820.7
Patrik.Berglund,C,STL,71,20092010,21,0.85,5,10,0.4,0.8,54.24,97.89,4.74,112,717,605,90,749.38
Patrik.Berglund,C,STL,81,20102011,22,0.765,14,17,0.79,0.96,54.96,98.26,3.74,194,1074,880,110,1066.18
Patrik.Berglund,C,STL,91,20112012,23,2.1,16,16,0.81,0.81,50.43,101.37,-3.03,18,1067,1049,127,1189.78
Patrik.Berglund,C,STL,54,20122013,24,2.4,7,8,0.63,0.72,48.18,97.89,-5.04,-41,543,584,46,671.1
Patrik.Berglund,C,STL,82,20132014,25,3.25,11,14,0.65,0.82,54.69,101.35,2.22,170,992,822,114,1018.58
Patrik.Berglund,C,STL,83,20142015,26,3.7,13,15,0.75,0.87,54.76,99.31,3.65,169,973,804,130,1037.29
Patrik.Berglund,C,STL,33,20152016,27,3.7,5,5,0.71,0.71,50.79,103.18,0.25,12,386,374,47,422.82
Steve.Bernier,R,BUF/S.J,75,20072008,22,NA,12,11,0.88,0.81,52.45,98.84,-0.13,66,707,641,89,817.73
Steve.Bernier,R,VAN,90,20082009,23,2.5,13,14,0.77,0.82,46.27,102.89,-3.67,-122,757,879,99,1018.62
Steve.Bernier,R,VAN,71,20092010,24,2,10,9,0.82,0.74,47.38,102.51,-6.2,-67,605,672,72,731.04
Steve.Bernier,R,FLA,68,20102011,25,2,2,10,0.17,0.84,47.63,97.6,-3.75,-61,613,674,78,714.82
Steve.Bernier,R,N.J,56,20112012,26,0.525,3,10,0.3,0.99,46,105.47,-7.4,-70,403,473,40,605.96
Steve.Bernier,R,N.J,47,20122013,27,0.775,5,5,0.56,0.56,53.84,97.11,-2.51,61,428,367,68,538.76
Steve.Bernier,R,N.J,78,20132014,28,0.775,2,8,0.13,0.53,53.03,95.05,-1.66,79,692,613,91,899.75
Steve.Bernier,R,N.J,67,20142015,29,0.6,10,12,0.78,0.94,47.54,102.98,1.12,-62,600,662,74,764.74
Steve.Bernier,R,NYI,20,20152016,30,0.75,1,3,0.28,0.83,47.63,103.53,-1.65,-19,191,210,24,216.58
Adam.Berti,L,CHI,2,20072008,21,NA,0,0,0,0,48,100,4.3,-1,12,13,1,19.06
Christoph.Bertschy,C,MIN,3,20152016,21,0.693,0,0,0,0,20,100,-27.01,-27,9,36,3,21.48
Todd.Bertuzzi,RL,ANA,74,20072008,32,4,9,20,0.6,1.34,49.37,101.66,-1.24,-17,670,687,90,895.36
Todd.Bertuzzi,RL,CGY,71,20082009,33,1.95,8,17,0.5,1.06,52.91,98.89,-3.46,100,910,810,83,964.82
Todd.Bertuzzi,RL,DET,93,20092010,34,1.5,14,23,0.67,1.11,53.19,99.6,-1.05,149,1242,1093,161,1248.06
Todd.Bertuzzi,RL,DET,92,20102011,35,2.25,15,25,0.73,1.21,50.04,99.83,-4.62,2,1170,1168,121,1239.52
Todd.Bertuzzi,RL,DET,76,20112012,36,1.625,13,20,0.77,1.19,54.34,102.46,0,147,920,773,99,1008.08
Todd.Bertuzzi,RL,DET,13,20122013,37,1.975,2,1,0.87,0.43,54.62,99.52,1.26,22,130,108,13,138.7
