period,minute,second,possession,duration,possession_team.name,play_pattern.id,play_pattern.name,player.id,player.name,position.name,shot.statsbomb_xg,shot.first_time,shot.technique.name,shot.outcome.name,shot.type.name,shot.body_part.name,match_id,location.x,location.y,location.x.GK,location.y.GK,player.name.GK,DistToGoal,DistToKeeper,AngleToGoal,avevelocity,distance.ToD1,DefendersBehindBall,TimeInPoss
2,94,45,201,0.549464,Sweden Women's,7,From Goal Kick,25696,Madelen Janogy,Center Attacking Midfield,0.113292694,NA,Normal,Goal,Open Play,Left Foot,22944,106.4,43.7,116.7,42.1,Claudia Christiane Endler Mutinelli,14.094325099131206,3.9115214431215874,105.21946483117381,24.75741526490506,1.216552506059645,4,27.409999999999854
1,6,20,12,1.68728,Korea Republic Women's,1,Regular Play,25447,Sel-Gi Jang,Left Back,0.00576097,TRUE,Normal,Off T,Open Play,Right Foot,22945,85.3,34.9,119.3,41.4,Chiamaka Cynthia Nnadozie,35.0727814693959,1.5652475842498528,81.63886752894851,20.56572951254081,3.080584360149871,9,30.80000000000001
1,7,30,15,0.110447,Korea Republic Women's,2,From Corner,22798,So-Hyun Cho,Left Center Midfield,0.021122135,NA,Normal,Wayward,Open Play,Head,22945,111.8,36.9,119,38.7,Chiamaka Cynthia Nnadozie,8.76641317757725,1.6401219466856702,69.29096240835095,318.21709545374654,0.8544003745317494,9,2.210999999999956
1,9,0,20,0.606973,Nigeria Women's,3,From Free Kick,25472,Ugochi Desire Oparanozie,Center Forward,0.058903504,NA,Normal,Saved,Open Play,Head,22945,112.4,44.4,119.3,42.9,Min-Jeong Kim,8.781799360040054,2.9832867780352585,120.06858282186245,11.15092187561404,2.701851217221262,2,12.84699999999998
1,17,37,37,1.211785,Korea Republic Women's,4,From Throw In,25453,Geum-Min Lee,Left Midfield,0.01677112,NA,Normal,Saved,Open Play,Right Foot,22945,106.7,21.2,119.7,38.1,Chiamaka Cynthia Nnadozie,23.028894893155424,1.9235384061671326,35.27737568805972,19.29447989707618,4.802082881417189,4,78.15100000000007
1,19,26,42,0.2367,Korea Republic Women's,1,Regular Play,25444,Mi-Na Lee,Right Center Midfield,0.0069594043,NA,Normal,Blocked,Open Play,Left Foot,22945,95,58.5,119.3,40.8,Chiamaka Cynthia Nnadozie,31.100643080167973,1.0630145812734646,126.50144112050633,10.494078874840936,3.6235341863986914,6,1.62700000000018
1,21,43,45,2.394225,Nigeria Women's,4,From Throw In,25463,Chinaza Uchendu,Right Center Midfield,0.008583659,NA,Normal,Off T,Open Play,Right Foot,22945,84.1,40.1,118.9,39.2,Min-Jeong Kim,35.90013927549586,1.360147050873538,90.15959785884709,15.73225716951724,0.5099019513592802,9,12.083000000000084
1,22,34,46,1.559764,Korea Republic Women's,7,From Goal Kick,25444,Mi-Na Lee,Right Center Midfield,0.02384643,NA,Normal,Off T,Open Play,Right Foot,22945,94.3,53.7,119.1,41.8,Chiamaka Cynthia Nnadozie,29.123530005821756,2.0124611797498106,118.06091436895053,20.3770114988342,7.947955712005453,7,16.577999999999975
1,32,35,58,0.325687,Nigeria Women's,1,Regular Play,24881,Asisat Lamina Oshoala,Right Wing,0.03127695,TRUE,Normal,Blocked,Open Play,Other,22945,108.2,53.1,118.6,42.2,Min-Jeong Kim,17.630938715791622,2.607680962081065,137.98863245522946,4.686812038083733,2.0124611797498106,4,20.535000000000082
1,38,23,73,0.213242,Korea Republic Women's,7,From Goal Kick,25453,Geum-Min Lee,Left Midfield,0.18707173,NA,Normal,Blocked,Open Play,Right Foot,22945,116.9,31.3,119.5,37.3,Chiamaka Cynthia Nnadozie,9.235799911215052,2.745906043549199,19.61209370890404,6.5820377072144405,1.7492855684535857,1,19.702000000000226
1,39,49,75,0.6524,Nigeria Women's,2,From Corner,25470,Osinachi Marvis Ohale,Left Center Back,0.050524894,TRUE,Half Volley,Wayward,Open Play,Right Foot,22945,110.7,44.1,118.5,41.5,Min-Jeong Kim,10.163660757817528,2.1213203435596424,113.79077386577721,4.455684197960956,1.9313207915827948,4,3.4309999999995853
1,39,55,75,2.397288,Nigeria Women's,2,From Corner,25462,Chidinma Nkeruka Okeke,Right Back,0.006083574,TRUE,Normal,Off T,Open Play,Right Foot,22945,76,43.2,119.2,40.7,Min-Jeong Kim,44.11621017267916,1.0630145812734646,94.15964229371268,18.357912600775155,4.47213595499958,10,9.58999999999969
1,41,21,78,1.5279,Korea Republic Women's,4,From Throw In,25444,Mi-Na Lee,Right Center Midfield,0.021924825,NA,Half Volley,Saved,Open Play,Right Foot,22945,101.4,33.6,119.3,41,Chiamaka Cynthia Nnadozie,19.67028215354319,1.2206555615733719,71.01237591212984,12.997909902277797,3.0413812651491097,6,18.715999999999894
1,44,2,83,1.287136,Nigeria Women's,3,From Free Kick,24881,Asisat Lamina Oshoala,Right Wing,0.07151025,NA,Normal,Off T,Open Play,Head,22945,111.6,45.7,118.1,42.1,Min-Jeong Kim,10.151354589413184,2.831960451701264,124.15969454566942,7.13116552978311,1.280624847486577,1,12.74499999999989
2,45,0,91,3.439995,Nigeria Women's,9,From Kick Off,25472,Ugochi Desire Oparanozie,Center Forward,0.003313238,NA,Normal,Off T,Kick Off,Right Foot,22945,60.1,40,119.3,41.5,Min-Jeong Kim,59.9,1.655294535724686,90,17.653801280471434,10.012492197250397,10,0
2,47,13,97,0.831642,Nigeria Women's,1,Regular Play,5022,Francisca Ordega,Left Wing,0.016781036,TRUE,Volley,Wayward,Open Play,Right Foot,22945,97.6,36.6,119.1,39.6,Min-Jeong Kim,22.65656637710137,0.984885780179615,81.36919821145156,10.12623377435354,1.2165525060596472,6,15.648999999999887
2,49,48,102,1.253181,Nigeria Women's,3,From Free Kick,25472,Ugochi Desire Oparanozie,Center Forward,0.023947898,NA,Normal,Off T,Open Play,Head,22945,111,38.6,119.4,40.9,Min-Jeong Kim,9.10823802938856,1.0816653826391924,81.15818543980838,7.323950111330297,0.6082762530298166,3,2.75
2,51,15,106,1.846066,Korea Republic Women's,1,Regular Play,22798,So-Hyun Cho,Left Center Midfield,0.00712124,NA,Normal,Saved,Open Play,Right Foot,22945,86.7,31.6,119.4,38.5,Chiamaka Cynthia Nnadozie,34.343121582057734,1.6155494421403491,75.84236735032279,18.517722662047152,6.226556030423232,9,17.159999999999854
2,57,42,119,1.083928,Korea Republic Women's,4,From Throw In,25447,Sel-Gi Jang,Left Back,0.01785695,NA,Normal,Saved,Open Play,Right Foot,22945,105.4,17.6,119.2,38.2,Chiamaka Cynthia Nnadozie,26.737987957211736,1.9697715603592172,33.095734284508254,23.801603791539065,2.69072480941474,5,5.156999999999698
2,59,6,123,0.2438,Nigeria Women's,1,Regular Play,25471,Ngozi Sonia Okobi,Center Defensive Midfield,0.022054086,NA,Normal,Blocked,Open Play,Left Foot,22945,99.9,39.1,119.4,40.1,Min-Jeong Kim,20.120139164528652,0.6082762530298166,87.43622978853506,5.347992128960325,1.7464249196572867,6,11.689000000000306
2,62,14,126,0.0148,Korea Republic Women's,3,From Free Kick,25443,Min-Ji Yeo,Center Forward,0.050624013,NA,Normal,Blocked,Open Play,Right Foot,22945,108.9,47.9,119,42,Chiamaka Cynthia Nnadozie,13.624243098242188,2.23606797749979,125.43990351911374,91.90182776172554,1.3892443989449685,2,13.915000000000418
2,63,22,127,0.555448,Korea Republic Women's,2,From Corner,25717,Mi-Ra Moon,Right Center Midfield,0.027737169,NA,Normal,Blocked,Open Play,Right Foot,22945,100.6,42.6,119.3,39.8,Chiamaka Cynthia Nnadozie,19.57345140745495,0.7280109889280554,97.63333058723126,13.521804187340956,5.280151512977646,7,42.26700000000028
2,63,49,128,0.3245,Korea Republic Women's,2,From Corner,22798,So-Hyun Cho,Left Center Midfield,0.03325609,NA,Normal,Off T,Open Play,Head,22945,113.5,47.4,119.4,42.2,Chiamaka Cynthia Nnadozie,9.849365461794987,2.280350850198277,138.70462744207714,20.784676399281658,2.0615528128088303,2,5.094000000000051
2,74,14,150,1.60694,Nigeria Women's,6,From Counter,24881,Asisat Lamina Oshoala,Right Wing,0.37084687,NA,Normal,Goal,Open Play,Right Foot,22945,118,49.7,114.3,48.8,Min-Jeong Kim,9.904039579888606,10.484750831564858,168.34970056246235,7.754826462535801,-3.8078865529319583,0,9.872999999999593
2,79,36,157,1.822834,Nigeria Women's,4,From Throw In,25472,Ugochi Desire Oparanozie,Center Forward,0.009325114,NA,Normal,Off T,Open Play,Right Foot,22945,90.2,28.6,119.3,41.7,Min-Jeong Kim,31.90611226708763,1.8384776310850273,69.06563158055728,18.15679740587459,5.921148537234976,4,13.288000000000466
2,81,51,158,0.234797,Korea Republic Women's,7,From Goal Kick,22798,So-Hyun Cho,Left Center Midfield,0.023243437,TRUE,Normal,Blocked,Open Play,Right Foot,22945,112.9,54.7,119.3,42.7,Chiamaka Cynthia Nnadozie,16.32482771731451,2.789265136196274,154.21977342591393,8.780149715749495,2.2825424421026628,1,126.63100000000031
2,83,38,161,0.4346,Korea Republic Women's,4,From Throw In,25717,Mi-Ra Moon,Left Midfield,0.049124185,NA,Normal,Saved,Open Play,Head,22945,114.6,33.4,119.5,36.9,Chiamaka Cynthia Nnadozie,8.527602242131142,3.1400636936215176,39.289406862500385,13.220048248709837,6.453681120105027,1,15.07300000000032
2,86,51,166,1.180644,Korea Republic Women's,4,From Throw In,25443,Min-Ji Yeo,Center Forward,0.023137573,NA,Normal,Saved,Open Play,Left Foot,22945,105,37.6,119.3,38.2,Chiamaka Cynthia Nnadozie,15.190786681406594,1.9313207915827948,80.9097230791777,12.786264078859741,1.697056274847713,4,67.60699999999997
2,87,45,169,1.89611,Nigeria Women's,8,From Keeper,25469,Halimatu Ibrahim Ayinde,Right Center Midfield,0.027820399,TRUE,Normal,Off T,Open Play,Right Foot,22945,101.1,49.9,119.6,42.6,Min-Jeong Kim,21.33588526403346,2.6305892875931836,117.64597536373867,10.575563271138053,4.365775990588623,8,30.154999999999745
2,89,29,174,1.0013,Korea Republic Women's,6,From Counter,25443,Min-Ji Yeo,Center Forward,0.024374148000000002,NA,Normal,Saved,Open Play,Right Foot,22945,95.9,31,118.9,39.7,Chiamaka Cynthia Nnadozie,25.72566811571664,1.1401754250991318,69.52215643273847,24.092112844871217,7.749193506423742,3,5.483999999999469
2,90,27,177,0.4891,Korea Republic Women's,1,Regular Play,25447,Sel-Gi Jang,Left Back,0.015013175,NA,Normal,Blocked,Open Play,Right Foot,22945,95.7,37.8,118.6,38.4,Chiamaka Cynthia Nnadozie,24.399385238157127,2.126029162546935,84.82683112079336,24.739317113064804,1.118033988749895,8,34.751000000000204
1,0,56,3,0.182163,France Women's,3,From Free Kick,10123,Amandine Henry,Left Defensive Midfield,0.07121569,TRUE,Half Volley,Off T,Open Play,Right Foot,22948,118.8,47.4,118.6,43.6,Ingrid Hjelmseth,7.496665925596524,3.8626415831655967,170.7889734591833,12.803811739695337,-1.4035668847618115,0,2.2790000000000035
1,10,32,26,1.094733,Norway Women's,1,Regular Play,25728,Karina Sævik,Right Midfield,0.10924585,TRUE,Volley,Off T,Open Play,Left Foot,22948,109.2,40.2,119.4,40.2,Sarah Bouhaddi,10.801851693112619,0.6324555320336713,91.06091169026449,11.24155601988871,1.2369316876852934,3,8.72199999999998
1,14,5,35,0.3208,Norway Women's,2,From Corner,24374,Ingrid Syrstad Engen,Left Center Midfield,0.038973045,NA,Normal,Blocked,Open Play,Head,22948,116,49.1,119.6,41.5,Sarah Bouhaddi,9.94032192637643,1.5524174696260038,156.27160892404746,19.381909671708005,1.3601470508735423,5,1.4650000000000318
1,16,56,41,0.263201,France Women's,2,From Corner,10121,Eugénie Le Sommer,Left Midfield,0.037074175,TRUE,Volley,Blocked,Open Play,Right Foot,22948,100.1,35.3,119.1,39.7,Ingrid Hjelmseth,20.447493733951852,0.9486832980505183,76.71134586523797,29.610780762077223,7.077428911688197,9,2.5219999999999345
1,18,58,45,1.1652,France Women's,3,From Free Kick,10137,Kadidiatou Diani,Right Midfield,0.028426258,NA,Normal,Off T,Open Play,Right Foot,22948,95.2,49.4,118.5,40.6,Ingrid Hjelmseth,26.521689237301608,1.6155494421403518,110.75832427154643,24.91874640824463,4.981967482832455,8,6.201000000000022
1,22,45,53,0.1559,France Women's,1,Regular Play,10121,Eugénie Le Sommer,Left Midfield,0.012253926,NA,Normal,Blocked,Open Play,Right Foot,22948,111.4,22.9,118.6,36.3,Ingrid Hjelmseth,19.14079413190581,3.9560080889705014,26.698919577204975,18.941402258157005,3.328663395418647,2,28.125999999999976
1,23,43,53,0.905255,France Women's,1,Regular Play,25442,Valérie Gauvin,Right Center Forward,0.27724013,TRUE,Backheel,Saved,Open Play,Right Foot,22948,113,41.3,118.2,41,Ingrid Hjelmseth,7.119691004531025,2.0591260281973973,100.52078431387436,5.833824028151577,1.0440306508910542,4,86.11800000000017
1,25,31,56,0.0995,France Women's,2,From Corner,10121,Eugénie Le Sommer,Left Midfield,0.009319134,NA,Normal,Blocked,Open Play,Right Foot,22948,98.9,31.3,118.3,38.8,Ingrid Hjelmseth,22.823233776132597,2.080865204668485,67.59255523632733,16.23667781045578,1.7691806012954108,9,6.225000000000136
1,25,35,56,0.79364,France Women's,2,From Corner,25442,Valérie Gauvin,Right Center Forward,0.10009825,NA,Normal,Saved,Open Play,Head,22948,111.6,41.2,118.7,40.2,Ingrid Hjelmseth,8.485281374238577,1.3152946437965882,98.13010235415601,9.533759607896247,1.7464249196572952,2,9.876000000000204
1,33,2,75,1.39002,Norway Women's,4,From Throw In,25728,Karina Sævik,Right Midfield,0.04999229,TRUE,Normal,Off T,Open Play,Left Foot,22948,102.1,33.8,119.4,39.2,Sarah Bouhaddi,18.943336559328724,0.9999999999999943,70.89551494909037,12.887355521451292,5.818934610390464,5,27.39300000000003
1,40,25,87,0.649561,Norway Women's,8,From Keeper,10382,Ingrid Moe Wold,Right Back,0.026862735,NA,Normal,Saved,Open Play,Right Foot,22948,110.6,54.6,118.7,43.1,Sarah Bouhaddi,17.364331256918597,3.361547262794322,147.22512267573575,20.82143486163328,1.8973665961010342,2,101.23299999999972
1,44,8,94,0.4662,France Women's,7,From Goal Kick,10114,Elise Bussaglia,Right Defensive Midfield,0.032367744,TRUE,Normal,Blocked,Open Play,Right Foot,22948,97.9,30.3,118.7,38.1,Ingrid Hjelmseth,24.135036772294335,2.302172886644265,66.30265577748287,29.44987176693689,6.573431371817913,7,25.347999999999956
1,44,21,95,0.4766,France Women's,4,From Throw In,15249,Amel Majri,Left Back,0.011428565,NA,Normal,Blocked,Open Play,Right Foot,22948,110.5,20.2,119,36.9,Ingrid Hjelmseth,21.961101975993827,3.2572994949804674,25.63159765041397,26.87410931204025,3.354101966249684,5,6.391999999999825
2,45,44,105,0.485,France Women's,1,Regular Play,25442,Valérie Gauvin,Right Center Forward,0.19360927,TRUE,Volley,Goal,Open Play,Left Foot,22948,113,39.2,119.4,39.2,Ingrid Hjelmseth,7.045565981523414,0.9999999999999943,83.48019824834303,14.64353064293996,5.869412236331681,3,12.467000000000098
2,52,11,122,1.460701,France Women's,1,Regular Play,25442,Valérie Gauvin,Right Center Forward,0.17205346,NA,Normal,Off T,Open Play,Head,22948,114.7,41.5,119.2,40.8,Ingrid Hjelmseth,5.508175741568162,1.131370849898472,105.80251395393553,5.378817533613068,1.4142135623730951,2,35.29899999999998
2,56,23,127,0.7489,France Women's,1,Regular Play,25442,Valérie Gauvin,Right Center Forward,0.099201,TRUE,Normal,Saved,Open Play,Left Foot,22948,101.4,41.9,117.5,40.2,Ingrid Hjelmseth,18.69679116854012,2.507987240796891,95.83256374519134,21.499441380775785,3.2202484376209184,4,10.008000000000266
2,59,4,132,0.6182,France Women's,1,Regular Play,25442,Valérie Gauvin,Right Center Forward,0.04548133,NA,Normal,Saved Off Target,Open Play,Left Foot,22948,113.9,27.6,119.4,36.6,Ingrid Hjelmseth,13.81918955655504,3.452535300326411,26.194209886249908,16.27356532905615,2.099999999999998,1,19.397999999999683
2,62,2,139,0.8017,France Women's,2,From Corner,15249,Amel Majri,Left Back,0.008366563,TRUE,Half Volley,Blocked,Open Play,Left Foot,22948,94.3,40.7,117.7,40.5,Ingrid Hjelmseth,25.709531306501876,2.353720459187961,91.56019968692846,15.84133715853811,4,10,4.50400000000036
2,67,50,150,0.105259,France Women's,1,Regular Play,25446,Marion Torrent,Right Back,0.008514137,NA,Normal,Blocked,Open Play,Right Foot,22948,107.6,57.8,118.6,44,Ingrid Hjelmseth,21.693316943243143,4.23792402008342,145.1378038530851,17.671719508772004,1.8027756377319935,6,20.421000000000276
2,71,45,151,0.574142,France Women's,5,Other,10121,Eugénie Le Sommer,Left Midfield,0.76,NA,Normal,Goal,Penalty,Right Foot,22948,108.1,40.1,NA,NA,NA,11.900420160649796,NA,90.48146580583833,21.508771410606567,30,0,0
1,1,45,5,0.4137,Germany Women's,3,From Free Kick,10263,Sara Däbritz,Right Center Midfield,0.03356153,NA,Normal,Blocked,Free Kick,Left Foot,22949,88.7,55.6,118.4,40.8,Sandra Paños García-Villamil,34.972131762304684,1.7888543819998253,116.49178295676859,30.122167840723417,11.851160280748882,10,0
1,13,55,36,1.574044,Spain Women's,4,From Throw In,25510,Nahikari García Pérez,Center Forward,0.3693995,TRUE,Normal,Off T,Open Play,Right Foot,22949,103.4,38.5,108.3,38.6,Almuth Schult,16.66763330530162,11.783462988442746,84.8366931856264,11.090052742631991,1.2000000000000028,2,29.605000000000018
1,15,47,40,0.926764,Spain Women's,4,From Throw In,10153,Silvia Meseguer Bellido,Right Center Midfield,0.08779699,TRUE,Normal,Off T,Open Play,Right Foot,22949,100.9,38.5,118.1,39.3,Almuth Schult,19.15880998392123,2.024845673131665,85.5095480788836,21.013269930802707,3.488552708502477,6,27.08400000000006
1,16,44,43,0.576395,Germany Women's,1,Regular Play,25492,Giulia Gwinn,Right Midfield,0.0148196975,NA,Normal,Saved,Open Play,Right Foot,22949,113.1,55.6,119.2,43.8,Sandra Paños García-Villamil,17.057842770995403,3.8832975677895165,156.13982480865766,22.42415226457533,1.216552506059646,2,8.821000000000026
1,17,46,48,1.70309,Germany Women's,1,Regular Play,25492,Giulia Gwinn,Right Midfield,0.010945259,NA,Normal,Off T,Open Play,Right Foot,22949,86.4,50.5,117.2,40.4,Sandra Paños García-Villamil,35.20241468990444,2.828427124746187,107.35402463626133,22.084544082221644,3.047950130825632,6,10.384999999999991
1,20,58,54,0.4437,Spain Women's,4,From Throw In,10202,Virginia Torrecilla Reyes,Left Center Midfield,0.007826364,NA,Normal,Blocked,Open Play,Right Foot,22949,89.1,38.8,117.7,40,Almuth Schult,30.92329219213246,2.299999999999997,87.77603875961451,28.405613979175147,4.1436698710201325,7,24.972999999999956
1,21,42,55,1.4861,Spain Women's,4,From Throw In,10200,Marta Corredera Rueda,Left Back,0.12347016,TRUE,Normal,Saved,Open Play,Right Foot,22949,108.4,9.7,117.9,37.7,Almuth Schult,32.44456811239749,3.1144823004794815,20.948759059099736,19.457232907645228,4.177319714841086,1,4.7309999999999945
1,31,10,75,0.763281,Germany Women's,4,From Throw In,10374,Svenja Huth,Right Center Forward,0.021016791,NA,Normal,Saved,Open Play,Right Foot,22949,107.5,56.5,119.2,42.7,Sandra Paños García-Villamil,20.700241544484452,2.8160255680657467,142.8533133019782,22.880497741425483,2.2360679774997934,1,19.848999999999933
1,32,20,80,0.2446,Spain Women's,2,From Corner,10151,Jennifer Hermoso Fuentes,Center Defensive Midfield,0.023644226,TRUE,Volley,Blocked,Open Play,Left Foot,22949,114.5,28.2,119.3,37.2,Almuth Schult,13.018832512940628,2.88617393793236,24.990306111324813,4.209170131229362,2.325940669922603,5,10.606999999999971
1,32,48,81,0.6204,Spain Women's,2,From Corner,10153,Silvia Meseguer Bellido,Right Center Midfield,0.008727005,TRUE,Normal,Blocked,Open Play,Left Foot,22949,92.1,46.4,119.3,42.3,Almuth Schult,28.62463973572419,2.4041630560342595,102.91960272177263,24.151070380031758,6.082762530298219,10,5.385999999999967
1,35,27,84,0.0842,Spain Women's,4,From Throw In,10151,Jennifer Hermoso Fuentes,Center Defensive Midfield,0.021900477,NA,Volley,Blocked,Open Play,Left Foot,22949,99,49.5,119.2,42.2,Almuth Schult,23.04886114323222,2.3409399821439267,114.34108993669253,25.16581959669489,2.4331050121192934,7,33.98799999999983
1,35,29,84,0.1794,Spain Women's,4,From Throw In,10202,Virginia Torrecilla Reyes,Left Center Midfield,0.0122356955,TRUE,Normal,Blocked,Open Play,Right Foot,22949,95.2,39,119.5,39.8,Almuth Schult,24.82015310186462,0.5385164807134515,87.69093721097425,5.016722408026708,1.140175425099133,8,35.70399999999972
1,41,41,93,0.7873,Germany Women's,1,Regular Play,15178,Alexandra Popp,Left Center Forward,0.08043231,NA,Normal,Saved,Open Play,Head,22949,110.7,41.4,118.9,41.3,Sandra Paños García-Villamil,9.404786015641182,1.7029386365926342,98.5608895711646,10.054371866969786,2.302172886644265,4,17.828999999999724
1,41,44,93,0.886574,Germany Women's,1,Regular Play,10263,Sara Däbritz,Right Center Midfield,0.7122435,TRUE,Normal,Goal,Open Play,Right Foot,22949,118.9,37,119.3,40.5,Sandra Paños García-Villamil,3.1953090617340894,0.860232526704265,20.13630342824804,1.245847613079924,-1.0770329614269003,0,20.225999999999658
2,46,14,112,0.1344,Spain Women's,4,From Throw In,10202,Virginia Torrecilla Reyes,Left Center Midfield,0.0175839,TRUE,Half Volley,Blocked,Open Play,Right Foot,22949,95,45.3,118.7,40.9,Almuth Schult,25.555625603768732,1.5811388300841867,101.9694863730682,45.77556075973813,6.428063471995284,9,10.747000000000298
2,46,48,113,1.240619,Spain Women's,2,From Corner,10143,Alexia Putellas Segura,Left Wing,0.017259527,NA,Normal,Saved,Open Play,Head,22949,112.3,32.8,118.9,39.8,Almuth Schult,10.541821474489126,1.1180339887498898,46.92195595893143,6.335567523350387,3.4985711369071786,7,2.856000000000222
2,50,0,120,1.529064,Spain Women's,3,From Free Kick,10161,Mariona Caldentey Oliver,Right Wing,0.024621423,TRUE,Normal,Off T,Open Play,Right Foot,22949,98.5,46.3,116.2,40.6,Almuth Schult,22.404017496868725,3.8470768123342665,106.33181160846826,17.257783168752916,1.0630145812734646,6,17.351000000000113
2,56,41,133,1.286122,Germany Women's,3,From Free Kick,15178,Alexandra Popp,Left Center Forward,0.047862995,NA,Normal,Wayward,Open Play,Head,22949,108.3,43.7,119.2,40,Sandra Paños García-Villamil,12.271104269787626,0.7999999999999972,107.5490022290678,12.814176765085877,10.469001862641926,1,22.072999999999865
2,61,30,144,1.2907,Germany Women's,6,From Counter,25729,Klara Bühl,Right Center Forward,0.03232303,NA,Normal,Saved,Open Play,Left Foot,22949,104.8,52.5,119,42.6,Sandra Paños García-Villamil,19.679684956827945,2.7856776554368254,129.4327996473548,13.431317197165086,0.7211102550928041,1,8.7840000000001055
2,63,19,149,0.4988,Spain Women's,3,From Free Kick,10148,Marta Torrejón Moya,Right Back,0.06723739,NA,Normal,Blocked,Free Kick,Right Foot,22949,99.5,36.4,119.2,39.6,Almuth Schult,20.813697413001854,0.8944271909999126,80.03985969162719,22.383072252520112,8.381527307120113,10,0
2,63,38,151,0.898756,Germany Women's,6,From Counter,25729,Klara Bühl,Right Center Forward,0.038921025,NA,Normal,Off T,Open Play,Right Foot,22949,105.5,54.5,117.6,43.8,Sandra Paños García-Villamil,20.506096654409877,4.494441010848847,135,18.988522097071964,-2.102379604162865,0,7.882000000000062
2,65,43,153,0.0457,Spain Women's,3,From Free Kick,25510,Nahikari García Pérez,Center Forward,0.11396956,TRUE,Normal,Blocked,Open Play,Right Foot,22949,118.4,46.1,118.9,43.9,Almuth Schult,6.3063460101710245,4.052159917870959,165.30268072048818,6.919644770609194,0.6082762530298225,3,17.66899999999987
2,67,8,156,1.29812,Spain Women's,1,Regular Play,15287,Patricia Guijarro Gutiérrez,Right Center Midfield,0.018272087,TRUE,Volley,Wayward,Open Play,Right Foot,22949,93.7,44.9,118.7,40,Almuth Schult,26.752569970004746,1.2999999999999972,100.55387369826951,14.338556822373322,3.2557641192199442,6,30.219999999999345
2,67,13,156,1.131694,Spain Women's,1,Regular Play,10151,Jennifer Hermoso Fuentes,Center Defensive Midfield,0.037053905,NA,Normal,Off T,Open Play,Left Foot,22949,104.2,54.2,118.1,41.6,Almuth Schult,21.24335190124195,2.4839484696748495,131.94711748520757,24.294070452176914,2.0248456731316615,6,35.36399999999958
2,71,33,167,1.853728,Spain Women's,1,Regular Play,10200,Marta Corredera Rueda,Left Back,0.005634872,NA,Normal,Off T,Open Play,Right Foot,22949,84.4,26.6,118.6,39.2,Almuth Schult,38.03840164886006,1.6124515496597134,69.37343693354553,19.331486482649247,6.543699259593151,8,29.920999999999367
2,75,10,174,0.922302,Germany Women's,2,From Corner,10263,Sara Däbritz,Left Midfield,0.014744628,NA,Normal,Saved,Open Play,Head,22949,110.4,34.2,119.4,38.3,Sandra Paños García-Villamil,11.216059914247957,1.8027756377319955,58.86102756302115,10.350409555467136,0.943398113205658,7,1.3159999999998035
2,81,50,190,1.875655,Germany Women's,4,From Throw In,25491,Marina Hegering,Left Center Back,0.014539501,TRUE,Normal,Off T,Open Play,Right Foot,22949,92.7,29.1,116.8,40,Sandra Paños García-Villamil,29.39557789872483,3.200000000000003,68.23478493682671,14.561163484962803,6.676076692189799,4,15.876000000000204
2,86,27,196,1.274014,Germany Women's,2,From Corner,25729,Klara Bühl,Right Center Forward,0.023000412,NA,Normal,Saved,Open Play,Head,22949,108,38.1,118.9,39.3,Sandra Paños García-Villamil,12.149485585818026,1.3038404810405264,81.00285657893497,8.265554452227532,5.220153254455279,4,23.210000000000036
2,86,57,199,0.875385,Germany Women's,6,From Counter,10259,Lina Magull,Left Center Midfield,0.029599015,NA,Normal,Off T,Open Play,Right Foot,22949,104.9,51.8,118.1,43.3,Sandra Paños García-Villamil,19.163767896736793,3.8078865529319548,128.0060950458454,18.319391832940997,0.7999999999999972,1,7.692000000000007
2,91,47,207,0.5257,Spain Women's,2,From Corner,15284,Aitana Bonmati Conca,Left Wing,0.017185243,NA,Normal,Blocked,Open Play,Right Foot,22949,102,28.6,118,37.9,Almuth Schult,21.306337085477644,2.9000000000000012,57.652556500557985,24.40860113137427,2.531797780234433,8,5.2280000000000655
1,7,4,17,1.956661,Australia Women's,4,From Throw In,25537,Elise Kellond-Knight,Left Back,0.01870183,TRUE,Normal,Off T,Open Play,Left Foot,22955,93.1,28.4,118.3,37.6,Bárbara Micheline do Monte Barbosa,29.294538740181597,2.941088233970549,66.67300141018401,13.772207670027996,6.260990336999419,6,42.88300000000004
1,8,5,19,3.459767,Australia Women's,1,Regular Play,4961,Samantha Kerr,Center Forward,0.011051696,NA,Normal,Off T,Open Play,Head,22955,104.1,43.9,118.6,42,Bárbara Micheline do Monte Barbosa,16.371316379570708,2.4413111231467437,103.78159723565358,7.613308453170696,1.280624847486577,4,39.48999999999995
1,26,51,44,0.5078,Brazil Women's,5,Other,5082,Marta Vieira da Silva,Right Center Midfield,0.76,NA,Normal,Goal,Penalty,Left Foot,22955,108.4,40,NA,NA,NA,11.599999999999994,NA,90,23.499698921112703,30,0,0
1,36,30,60,0.71721,Australia Women's,4,From Throw In,4961,Samantha Kerr,Center Forward,0.14426719,TRUE,Normal,Saved,Open Play,Right Foot,22955,113.2,35.2,119.4,36.3,Bárbara Micheline do Monte Barbosa,8.32346081867392,3.7483329627982642,54.782407031807296,8.916929186887785,0.5385164807134515,1,13.053999999999633
1,37,56,63,0.9091,Brazil Women's,1,Regular Play,15293,Cristiane Rozeira de Souza Silva,Center Forward,0.09460584,NA,Normal,Goal,Open Play,Head,22955,112.8,40.5,119.5,40.2,Lydia Williams,7.217340230306456,0.5385164807134515,93.9724959407507,8.458479123073129,0.5,1,25.15599999999995
