"gid","pid","off","def","type","qtr","min","sec","ptso","ptsd","dwn","ytg","yfog","zone","ptm","desc","seas","day","v","h","temp"
4016,656741,"WAS","STL","FGXP",1,0,59,7,0,4,18,72,4,NA,NA,2015,"SUN","STL","WAS",72
4016,656742,"STL","WAS","KOFF",1,0,53,0,10,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656743,"STL","WAS","RUSH",1,0,53,0,10,1,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656744,"STL","WAS","RUSH",1,0,18,0,10,2,7,23,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656745,"STL","WAS","NOPL",2,15,0,0,10,3,7,23,2,"WAS","Defensive Offside",2015,"SUN","STL","WAS",72
4016,656746,"STL","WAS","RUSH",2,14,32,0,10,3,2,28,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656747,"WAS","STL","PUNT",2,13,57,10,0,4,2,28,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656748,"WAS","STL","RUSH",2,13,45,10,0,1,10,19,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656749,"WAS","STL","PASS",2,13,12,10,0,2,12,17,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656750,"WAS","STL","PASS",2,12,41,10,0,3,8,21,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656751,"STL","WAS","PUNT",2,12,33,0,10,4,8,21,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656752,"STL","WAS","NOPL",2,12,21,0,10,1,10,36,2,"STL","Offensive Holding",2015,"SUN","STL","WAS",72
4016,656753,"STL","WAS","PASS",2,12,16,0,10,1,20,26,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656754,"STL","WAS","PASS",2,11,37,0,10,2,13,33,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656755,"STL","WAS","PASS",2,11,32,0,10,3,13,33,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656756,"WAS","STL","PUNT",2,10,57,10,0,4,11,35,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656757,"WAS","STL","PASS",2,10,46,10,0,1,10,18,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656758,"WAS","STL","PASS",2,10,11,10,0,2,7,21,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656759,"WAS","STL","RUSH",2,9,34,10,0,1,10,29,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656760,"WAS","STL","RUSH",2,8,59,10,0,2,8,31,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656761,"WAS","STL","PASS",2,8,16,10,0,1,10,39,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656762,"WAS","STL","NOPL",2,8,16,10,0,1,10,57,3,"STL","Neutral Zone",2015,"SUN","STL","WAS",72
4016,656763,"WAS","STL","NOPL",2,7,17,10,0,1,5,62,4,"WAS","Offensive Holding",2015,"SUN","STL","WAS",72
4016,656764,"WAS","STL","RUSH",2,6,56,10,0,1,15,52,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656765,"WAS","STL","RUSH",2,6,11,10,0,1,10,77,4,NA,NA,2015,"SUN","STL","WAS",72
4016,656766,"WAS","STL","RUSH",2,5,38,10,0,2,6,81,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656767,"WAS","STL","PASS",2,5,1,10,0,3,2,85,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656768,"WAS","STL","RUSH",2,4,26,10,0,1,7,93,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656769,"WAS","STL","RUSH",2,3,49,10,0,2,6,94,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656770,"WAS","STL","PASS",2,3,7,10,0,3,4,96,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656771,"WAS","STL","FGXP",2,3,2,17,0,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656772,"STL","WAS","KOFF",2,3,2,0,17,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656773,"STL","WAS","RUSH",2,3,2,0,17,1,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656774,"STL","WAS","PASS",2,2,27,0,17,1,10,30,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656775,"STL","WAS","PASS",2,2,19,0,17,2,10,30,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656776,"STL","WAS","PASS",2,2,0,0,17,3,7,33,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656777,"WAS","STL","PUNT",2,1,54,17,0,4,7,33,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656778,"WAS","STL","RUSH",2,1,44,17,0,1,10,18,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656779,"WAS","STL","RUSH",2,1,4,17,0,2,8,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656780,"WAS","STL","RUSH",2,0,37,17,0,3,7,21,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656781,"STL","WAS","PUNT",2,0,29,0,17,4,1,27,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656782,"STL","WAS","PASS",2,0,22,0,17,1,10,55,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656783,"STL","WAS","PASS",2,0,17,0,17,2,10,55,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656784,"STL","WAS","PASS",2,0,11,0,17,3,10,55,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656785,"WAS","STL","KOFF",3,15,0,17,0,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656786,"WAS","STL","PASS",3,15,0,17,0,1,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656787,"WAS","STL","RUSH",3,14,25,17,0,2,8,22,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656788,"WAS","STL","NOPL",3,13,49,17,0,3,10,20,1,"WAS","False Start",2015,"SUN","STL","WAS",72
4016,656789,"WAS","STL","PASS",3,13,35,17,0,3,15,15,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656790,"STL","WAS","PUNT",3,13,2,0,17,4,15,15,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656791,"STL","WAS","RUSH",3,12,48,0,17,1,10,32,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656792,"STL","WAS","RUSH",3,12,20,0,17,1,10,48,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656793,"STL","WAS","NOPL",3,11,36,0,17,1,10,61,4,"STL","False Start",2015,"SUN","STL","WAS",72
4016,656794,"STL","WAS","PASS",3,11,13,0,17,1,15,56,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656795,"STL","WAS","PASS",3,11,8,0,17,2,15,56,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656796,"STL","WAS","PASS",3,10,26,0,17,3,14,57,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656797,"STL","WAS","FGXP",3,9,39,0,17,4,5,66,4,NA,NA,2015,"SUN","STL","WAS",72
4016,656798,"WAS","STL","KOFF",3,9,33,17,3,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656799,"WAS","STL","PASS",3,9,33,17,3,1,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656800,"WAS","STL","PASS",3,9,27,17,3,2,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656801,"WAS","STL","PASS",3,9,3,17,3,3,3,27,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656802,"WAS","STL","RUSH",3,8,37,17,3,1,10,38,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656803,"WAS","STL","RUSH",3,8,2,17,3,2,7,41,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656804,"STL","WAS","RUSH",3,7,55,3,17,1,10,51,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656805,"STL","WAS","PASS",3,7,9,3,17,2,1,60,4,"STL","Taunting",2015,"SUN","STL","WAS",72
4016,656806,"STL","WAS","FGXP",3,7,1,10,17,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656807,"WAS","STL","KOFF",3,7,1,17,10,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656808,"WAS","STL","PASS",3,6,54,17,10,1,10,30,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656809,"WAS","STL","RUSH",3,6,14,17,10,2,6,34,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656810,"WAS","STL","PASS",3,5,34,17,10,3,8,32,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656811,"STL","WAS","PUNT",3,5,29,10,17,4,8,32,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656812,"STL","WAS","NOPL",3,5,19,10,17,1,10,34,2,"WAS","Illegal Use of Hands",2015,"SUN","STL","WAS",72
4016,656813,"STL","WAS","NOPL",3,5,13,10,17,1,10,39,2,"STL","Illegal Use of Hands",2015,"SUN","STL","WAS",72
4016,656814,"STL","WAS","PASS",3,4,36,10,17,1,25,24,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656815,"STL","WAS","NOPL",3,4,36,10,17,2,25,24,2,"STL","False Start",2015,"SUN","STL","WAS",72
4016,656816,"STL","WAS","PASS",3,3,42,10,17,2,30,19,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656817,"STL","WAS","PASS",3,3,2,10,17,3,23,26,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656818,"STL","WAS","NOPL",3,2,26,10,17,4,14,35,2,"STL","Illegal Substitution",2015,"SUN","STL","WAS",72
4016,656818,"STL","WAS","NOPL",3,2,26,10,17,4,14,35,2,"WAS","Illegal Block Above the Waist",2015,"SUN","STL","WAS",72
4016,656819,"STL","WAS","NOPL",3,2,16,10,17,4,14,35,2,"STL","Player Out of Bounds on Punt",2015,"SUN","STL","WAS",72
4016,656820,"WAS","STL","PUNT",3,2,6,17,10,4,19,30,2,"WAS","Offensive Holding",2015,"SUN","STL","WAS",72
4016,656821,"WAS","STL","PASS",3,1,58,17,10,1,10,9,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656822,"WAS","STL","RUSH",3,1,28,17,10,2,5,14,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656823,"WAS","STL","PASS",3,0,48,17,10,1,10,19,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656824,"WAS","STL","RUSH",3,0,11,17,10,2,3,26,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656825,"WAS","STL","RUSH",4,15,0,17,10,3,1,28,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656826,"WAS","STL","RUSH",4,14,26,17,10,1,10,39,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656827,"WAS","STL","NOPL",4,13,56,17,10,2,6,43,3,"WAS","Offensive Holding",2015,"SUN","STL","WAS",72
4016,656828,"WAS","STL","RUSH",4,13,33,17,10,2,16,33,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656829,"WAS","STL","PASS",4,13,2,17,10,3,14,35,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656830,"STL","WAS","PUNT",4,12,28,10,17,4,5,44,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656831,"STL","WAS","RUSH",4,12,15,10,17,1,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656832,"STL","WAS","RUSH",4,12,15,10,17,1,10,31,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656833,"STL","WAS","PASS",4,10,55,10,17,2,10,31,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656834,"STL","WAS","RUSH",4,10,15,10,17,3,6,35,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656835,"WAS","STL","PUNT",4,9,38,17,10,4,5,36,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656836,"WAS","STL","RUSH",4,9,27,17,10,1,10,23,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656837,"WAS","STL","PASS",4,8,56,17,10,2,9,24,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656838,"WAS","STL","NOPL",4,8,56,17,10,3,13,20,1,"STL","Neutral Zone",2015,"SUN","STL","WAS",72
4016,656839,"WAS","STL","PASS",4,7,56,17,10,3,8,25,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656840,"WAS","STL","RUSH",4,7,18,17,10,1,10,35,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656841,"WAS","STL","PASS",4,6,37,17,10,2,9,36,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656842,"WAS","STL","PASS",4,5,57,17,10,3,5,40,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656843,"WAS","STL","RUSH",4,5,32,17,10,1,10,69,4,"STL","Face Mask",2015,"SUN","STL","WAS",72
4016,656843,"WAS","STL","RUSH",4,5,32,17,10,1,10,69,4,"STL","Face Mask",2015,"SUN","STL","WAS",72
4016,656844,"WAS","STL","RUSH",4,5,2,17,10,1,10,85,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656845,"WAS","STL","RUSH",4,4,20,17,10,2,8,87,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656846,"WAS","STL","RUSH",4,3,35,17,10,3,8,87,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656847,"WAS","STL","RUSH",4,2,50,17,10,1,4,96,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656848,"WAS","STL","RUSH",4,2,43,17,10,2,3,97,5,NA,NA,2015,"SUN","STL","WAS",72
4016,656849,"WAS","STL","FGXP",4,2,38,24,10,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656850,"STL","WAS","KOFF",4,2,38,10,24,0,0,0,0,NA,NA,2015,"SUN","STL","WAS",72
4016,656851,"STL","WAS","PASS",4,2,38,10,24,1,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656852,"STL","WAS","PASS",4,2,31,10,24,2,10,20,1,NA,NA,2015,"SUN","STL","WAS",72
4016,656853,"STL","WAS","PASS",4,2,24,10,24,3,4,26,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656854,"STL","WAS","PASS",4,2,19,10,24,1,10,31,2,NA,NA,2015,"SUN","STL","WAS",72
4016,656855,"STL","WAS","PASS",4,2,0,10,24,1,10,41,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656856,"STL","WAS","PASS",4,1,53,10,24,2,10,41,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656857,"STL","WAS","PASS",4,1,47,10,24,3,10,41,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656858,"STL","WAS","PASS",4,1,41,10,24,4,10,41,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656859,"WAS","STL","RUSH",4,1,33,24,10,1,10,59,3,NA,NA,2015,"SUN","STL","WAS",72
4016,656860,"WAS","STL","RUSH",4,1,11,24,10,2,5,64,4,NA,NA,2015,"SUN","STL","WAS",72
4016,656861,"WAS","STL","RUSH",4,0,26,24,10,3,3,66,4,NA,NA,2015,"SUN","STL","WAS",72
4017,656862,"JAC","MIA","KOFF",1,15,0,0,0,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656863,"JAC","MIA","RUSH",1,14,56,0,0,1,10,18,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656864,"JAC","MIA","PASS",1,14,20,0,0,2,8,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656865,"JAC","MIA","RUSH",1,13,49,0,0,1,10,29,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656866,"JAC","MIA","RUSH",1,13,12,0,0,2,8,31,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656867,"JAC","MIA","NOPL",1,12,35,0,0,3,7,32,2,"MIA","Defensive Offside",2015,"SUN","MIA","JAC",87
4017,656868,"JAC","MIA","PASS",1,12,32,0,0,3,2,37,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656869,"JAC","MIA","PASS",1,11,53,0,0,1,10,53,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656870,"JAC","MIA","RUSH",1,11,7,0,0,1,10,89,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656871,"JAC","MIA","RUSH",1,10,25,0,0,2,4,95,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656872,"JAC","MIA","RUSH",1,10,11,0,0,1,1,99,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656873,"JAC","MIA","PASS",1,9,28,0,0,2,3,97,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656874,"JAC","MIA","FGXP",1,9,21,7,0,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656875,"MIA","JAC","KOFF",1,9,21,0,7,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656876,"MIA","JAC","PASS",1,9,21,0,7,1,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656877,"MIA","JAC","PASS",1,8,37,0,7,1,10,68,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656878,"MIA","JAC","RUSH",1,8,4,0,7,2,10,68,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656879,"MIA","JAC","PASS",1,7,26,0,7,3,8,70,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656880,"MIA","JAC","FGXP",1,7,21,0,7,4,8,70,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656881,"JAC","MIA","KOFF",1,7,16,7,3,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656882,"JAC","MIA","RUSH",1,7,16,7,3,1,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656883,"JAC","MIA","RUSH",1,6,39,7,3,2,1,29,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656884,"JAC","MIA","PASS",1,5,55,7,3,3,1,29,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656885,"JAC","MIA","PASS",1,5,16,7,3,1,10,32,2,"MIA","Illegal Use of Hands",2015,"SUN","MIA","JAC",87
4017,656886,"JAC","MIA","RUSH",1,4,47,7,3,1,10,84,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656887,"JAC","MIA","PASS",1,4,12,7,3,2,3,91,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656888,"JAC","MIA","PASS",1,3,27,7,3,3,3,91,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656889,"JAC","MIA","FGXP",1,3,23,7,3,4,3,91,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656890,"MIA","JAC","KOFF",1,3,20,3,10,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656891,"MIA","JAC","PASS",1,3,15,3,10,1,10,24,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656892,"MIA","JAC","RUSH",1,2,43,3,10,2,8,26,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656893,"MIA","JAC","PASS",1,2,0,3,10,3,8,26,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656894,"JAC","MIA","PUNT",1,1,54,10,3,4,8,26,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656895,"JAC","MIA","RUSH",1,1,42,10,3,1,10,28,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656896,"JAC","MIA","RUSH",1,1,0,10,3,1,10,40,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656897,"JAC","MIA","PASS",1,0,22,10,3,2,6,44,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656898,"JAC","MIA","PASS",2,15,0,10,3,3,2,48,3,"JAC","Offensive Holding",2015,"SUN","MIA","JAC",87
4017,656899,"MIA","JAC","PUNT",2,14,55,3,10,4,2,48,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656900,"MIA","JAC","RUSH",2,14,44,3,10,1,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656901,"MIA","JAC","PASS",2,14,3,3,10,2,6,24,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656902,"MIA","JAC","PASS",2,13,20,3,10,3,3,27,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656903,"MIA","JAC","RUSH",2,12,52,3,10,1,10,45,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656904,"MIA","JAC","PASS",2,12,18,3,10,2,1,54,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656905,"MIA","JAC","PASS",2,12,12,3,10,3,1,54,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656906,"MIA","JAC","PASS",2,11,33,3,10,1,10,71,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656907,"MIA","JAC","RUSH",2,10,57,3,10,2,8,73,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656908,"MIA","JAC","PASS",2,10,16,3,10,3,5,76,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656909,"MIA","JAC","FGXP",2,10,16,3,10,4,5,76,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656910,"JAC","MIA","KOFF",2,10,8,10,6,0,0,0,0,"JAC","Offensive Holding",2015,"SUN","MIA","JAC",87
4017,656911,"JAC","MIA","PASS",2,10,4,10,6,1,10,9,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656912,"JAC","MIA","RUSH",2,9,31,10,6,2,2,17,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656913,"JAC","MIA","RUSH",2,8,48,10,6,3,5,14,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656914,"JAC","MIA","RUSH",2,8,7,10,6,1,10,42,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656915,"JAC","MIA","RUSH",2,7,26,10,6,2,9,43,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656916,"JAC","MIA","NOPL",2,6,45,10,6,3,8,44,3,"MIA","Illegal Contact",2015,"SUN","MIA","JAC",87
4017,656917,"JAC","MIA","RUSH",2,6,40,10,6,1,10,49,3,"JAC","Offensive Holding",2015,"SUN","MIA","JAC",87
4017,656918,"JAC","MIA","RUSH",2,6,23,10,6,1,17,42,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656919,"JAC","MIA","RUSH",2,5,43,10,6,2,5,54,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656920,"JAC","MIA","PASS",2,5,10,10,6,3,5,54,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656921,"JAC","MIA","FGXP",2,5,3,17,6,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656922,"MIA","JAC","KOFF",2,5,3,6,17,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656923,"MIA","JAC","PASS",2,4,55,6,17,1,10,18,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656924,"MIA","JAC","RUSH",2,4,18,6,17,1,10,37,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656925,"MIA","JAC","PASS",2,3,40,6,17,2,6,41,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656926,"MIA","JAC","PASS",2,3,5,6,17,3,2,45,3,"JAC","Face Mask",2015,"SUN","MIA","JAC",87
4017,656927,"MIA","JAC","RUSH",2,2,40,6,17,1,10,86,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656928,"MIA","JAC","RUSH",2,2,0,6,17,2,4,92,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656929,"MIA","JAC","PASS",2,1,55,6,17,3,6,90,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656930,"MIA","JAC","FGXP",2,1,48,13,17,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656931,"JAC","MIA","KOFF",2,1,48,17,13,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656932,"JAC","MIA","PASS",2,1,48,17,13,1,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656933,"JAC","MIA","PASS",2,1,44,17,13,2,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656934,"JAC","MIA","PASS",2,1,35,17,13,3,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656935,"MIA","JAC","PUNT",2,1,28,13,17,4,12,18,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656936,"MIA","JAC","PASS",2,1,16,13,17,1,10,45,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656937,"MIA","JAC","PASS",2,1,11,13,17,2,9,46,3,NA,NA,2015,"SUN","MIA","JAC",87
4017,656938,"MIA","JAC","PASS",2,1,2,13,17,1,10,68,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656939,"MIA","JAC","NOPL",2,1,2,13,17,2,7,71,4,"MIA","False Start",2015,"SUN","MIA","JAC",87
4017,656940,"MIA","JAC","RUSH",2,0,42,13,17,2,12,66,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656941,"MIA","JAC","NOPL",2,0,34,13,17,3,7,71,4,"JAC","Defensive Offside",2015,"SUN","MIA","JAC",87
4017,656942,"MIA","JAC","PASS",2,0,28,13,17,3,2,76,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656943,"MIA","JAC","FGXP",2,0,22,13,17,4,2,76,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656944,"JAC","MIA","PASS",2,0,18,17,13,1,10,32,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656945,"JAC","MIA","PASS",2,0,13,17,13,2,10,32,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656946,"JAC","MIA","NOPL",2,0,7,17,13,1,10,43,3,"MIA","Defensive Pass Interference",2015,"SUN","MIA","JAC",87
4017,656947,"JAC","MIA","FGXP",2,0,2,17,13,1,10,60,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656948,"MIA","JAC","KOFF",3,15,0,13,20,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656949,"MIA","JAC","PASS",3,15,0,13,20,1,10,20,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656950,"MIA","JAC","PASS",3,14,18,13,20,1,10,32,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656951,"MIA","JAC","RUSH",3,13,36,13,20,1,10,68,4,"MIA","Offensive Holding",2015,"SUN","MIA","JAC",87
4017,656952,"MIA","JAC","RUSH",3,13,8,13,20,1,14,64,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656953,"MIA","JAC","PASS",3,12,26,13,20,2,11,67,4,NA,NA,2015,"SUN","MIA","JAC",87
4017,656954,"MIA","JAC","PASS",3,11,45,13,20,1,10,81,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656955,"MIA","JAC","RUSH",3,11,11,13,20,1,6,94,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656956,"MIA","JAC","PASS",3,10,33,13,20,2,5,95,5,NA,NA,2015,"SUN","MIA","JAC",87
4017,656957,"MIA","JAC","FGXP",3,10,28,20,20,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656958,"JAC","MIA","KOFF",3,10,28,20,20,0,0,0,0,NA,NA,2015,"SUN","MIA","JAC",87
4017,656959,"JAC","MIA","NOPL",3,10,28,20,20,1,10,20,1,"JAC","Offensive Pass Interference",2015,"SUN","MIA","JAC",87
4017,656960,"JAC","MIA","RUSH",3,10,6,20,20,1,20,10,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656961,"JAC","MIA","PASS",3,9,27,20,20,2,16,14,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656962,"JAC","MIA","PASS",3,9,22,20,20,3,16,14,1,NA,NA,2015,"SUN","MIA","JAC",87
4017,656963,"JAC","MIA","RUSH",3,8,43,20,20,1,10,38,2,NA,NA,2015,"SUN","MIA","JAC",87
4017,656964,"JAC","MIA","RUSH",3,8,11,20,20,2,3,45,3,NA,NA,2015,"SUN","MIA","JAC",87
