Name	Position	Team	Games	Season	Age	Salary	Goals	Assists	Goals_Sixty	Assists_Sixty	CF_Percent	PDO	SH_Percent	CFRel_Percent	CF_Percent	Corsi	CorsiFor	CorsiAgainst	Shots	TOI
Frank.Corrado	D	VAN	15	20132014	20	0.615	1	0	0.34	0	48.99	98.41	5.56	0.1	48.89	-7	169	176	17	175.81
Frank.Corrado	D	VAN	10	20142015	21	0.575	1	0	0.41	0	49.78	93.55	12.5	-5.21	54.99	-1	113	114	7	145.67
Frank.Corrado	D	TOR	29	20152016	22	0.632	0	3	0	0.53	59.02	93.59	0	4.97	54.04	121	396	275	22	342.05
Matthew.Corrente	D	N.J	14	20092010	21	0.585	0	0	0	0	57.54	98.92	0	11.48	46.06	27	103	76	9	115.86
Matthew.Corrente	D	N.J	22	20102011	22	0.6	0	6	0	1.28	50.1	97.89	0	-4.35	54.46	1	241	240	20	281.71
Joe.Corvo	D	CAR/OTT	74	20072008	30	2.5	7	11	0.42	0.67	55.33	102.06	6.36	4.67	50.66	195	1012	817	103	989.11
Joe.Corvo	D	CAR	99	20082009	31	2.75	3	9	0.11	0.33	51.88	98.46	2.19	0.23	51.65	121	1671	1550	134	1658.97
Joe.Corvo	D	CAR/WSH	58	20092010	32	2.75	2	7	0.13	0.47	55.43	97.83	2.86	2.49	52.94	188	960	772	68	898.46
Joe.Corvo	D	CAR	81	20102011	33	2	4	8	0.18	0.35	49	99.68	4	-0.08	49.07	-55	1342	1397	96	1362.3
Joe.Corvo	D	BOS	80	20112012	34	2.5	3	10	0.15	0.49	54.28	101.13	2.46	-0.01	54.3	200	1267	1067	119	1218.04
Joe.Corvo	D	CAR	40	20122013	35	2	3	6	0.3	0.59	51.44	100.55	6.38	-1.05	52.49	36	641	605	44	605.14
Joe.Corvo	D	OTT	25	20132014	36	0.9	3	5	0.49	0.81	52.12	97.55	8.11	-1.4	53.52	30	369	339	34	368.3
Jean-Philippe.Cote	D	T.B	19	20132014	31	0.55	0	4	0	1.37	57.53	99.02	0	6.3	51.23	50	191	141	12	174.8
Riley.Cote	L	PHI	73	20072008	25	NA	1	2	0.2	0.39	39.82	104.27	5.88	-7.22	47.04	-92	180	272	16	306.49
Riley.Cote	L	PHI	63	20082009	26	0.525	0	3	0	0.69	46.58	95.12	0	-0.82	47.4	-27	184	211	24	260.32
Riley.Cote	L	PHI	15	20092010	27	0.525	0	0	0	0	55.07	100	0	2.18	52.9	7	38	31	7	45.17
Nick.Cousins	C	PHI	11	20142015	21	0.843	0	0	0	0	47.02	104.94	0	0.07	46.95	-10	79	89	6	94.71
Nick.Cousins	C	PHI	27	20152016	22	0.8	6	3	1.37	0.69	50.53	105.35	19.35	-0.14	50.67	5	238	233	25	262.37
Logan.Couture	C	S.J	40	20092010	20	0.875	8	3	1.2	0.45	55.19	100.79	13.79	3.33	51.85	78	415	337	50	398.79
Logan.Couture	C	S.J	97	20102011	21	0.787	25	22	1.12	0.98	55.03	100.67	10.59	2.94	52.09	265	1450	1185	211	1340.56
Logan.Couture	C	S.J	85	20112012	22	0.787	17	16	0.87	0.82	54.19	98.85	8.95	3.38	50.82	190	1228	1038	173	1168.73
Logan.Couture	C	S.J	59	20122013	23	2.75	14	13	1.08	1	52.08	99.8	10.94	1.95	50.13	62	777	715	114	780.85
Logan.Couture	C	S.J	72	20132014	24	3	14	18	0.88	1.13	53.47	101.74	9.03	0.68	52.79	133	1024	891	141	952.44
Logan.Couture	C	S.J	82	20142015	25	6	16	17	0.87	0.93	50.27	99.57	9.58	-1.39	51.66	12	1126	1114	151	1101.61
Logan.Couture	C	S.J	42	20152016	26	6	6	8	0.7	0.94	52.38	102.22	8.7	-0.78	53.15	43	474	431	63	511.45
Sean.Couturier	C	PHI	88	20112012	18	0.925	13	13	0.83	0.83	48.05	102.39	11.82	-2.33	50.39	-61	753	814	97	940.13
Sean.Couturier	C	PHI	46	20122013	19	0.925	4	6	0.47	0.7	48.3	96.14	7.27	1.08	47.22	-31	440	471	51	511.48
Sean.Couturier	C	PHI	89	20132014	20	0.925	11	17	0.55	0.85	48.91	99.24	8.09	-1.3	50.21	-49	1101	1150	125	1195.88
Sean.Couturier	C	PHI	82	20142015	21	1.5	10	15	0.55	0.83	48.4	102.73	8.93	-1.26	49.66	-62	939	1001	102	1085.5
Sean.Couturier	C	PHI	54	20152016	22	2	8	17	0.67	1.42	53.84	102.24	11.43	4.5	49.34	104	729	625	62	720.3
Jeff.Cowan	L	VAN	46	20072008	30	NA	0	1	0	0.16	38.83	98.96	0	-9.91	48.74	-130	226	356	33	380.68
Jared.Cowen	D	OTT	1	20092010	18	0.9	0	0	0	0	40	NA	NA	-14.55	54.55	-1	2	3	0	5.64
Jared.Cowen	D	OTT	89	20112012	20	0.9	3	10	0.14	0.46	52.54	98.27	5.88	-0.3	52.83	119	1233	1114	48	1309.51
Jared.Cowen	D	OTT	17	20122013	21	0.81	1	3	0.22	0.67	52.26	97.01	6.67	-2.1	54.36	23	266	243	14	270.62
Jared.Cowen	D	OTT	68	20132014	22	1.5	6	7	0.32	0.37	50.9	101.03	9.09	-1.1	52	40	1136	1096	60	1120.04
Jared.Cowen	D	OTT	54	20142015	23	2.7	2	4	0.15	0.3	48.07	97.47	4.65	-3.15	51.23	-58	724	782	41	812.41
Jared.Cowen	D	OTT	37	20152016	24	3.7	0	4	0	0.45	42.55	102.93	0	-5.25	47.79	-144	411	555	23	536.51
Charlie.Coyle	RC	MIN	42	20122013	20	0.9	7	8	0.72	0.83	53.91	97.45	12.96	6.02	47.89	74	510	436	47	579.77
Charlie.Coyle	RC	MIN	83	20132014	21	0.9	11	17	0.56	0.87	49.92	98.77	7.86	0.97	48.95	-3	984	987	129	1173.59
Charlie.Coyle	RC	MIN	92	20142015	22	0.9	11	21	0.57	1.08	49.95	100.92	9.82	-0.76	50.71	-2	1045	1047	101	1168.13
Charlie.Coyle	RC	MIN	73	20152016	23	1.9	15	12	0.89	0.71	48.07	100.86	13.76	-0.09	48.15	-69	858	927	94	1013.21
Joey.Crabb	R	ATL	29	20082009	25	0.55	3	5	0.64	1.07	46.84	99	12	-0.14	46.98	-30	222	252	22	281.63
Joey.Crabb	R	TOR	48	20102011	27	0.525	2	12	0.22	1.35	43.12	101.55	4.55	-3.74	46.86	-141	442	583	42	534.76
Joey.Crabb	R	TOR	67	20112012	28	0.75	9	14	0.7	1.09	48.32	100.19	13.24	-1.17	49.49	-46	660	706	59	774.08
Joey.Crabb	R	WSH	26	20122013	29	0.95	2	0	0.55	0	44.48	100	10	-5.31	49.79	-39	157	196	18	216.36
Joey.Crabb	R	FLA	9	20132014	30	0.6	0	1	0	0.56	38.18	96.82	0	-6.36	44.54	-39	63	102	5	107.9
Adam.Cracknell	C	STL	24	20102011	25	0.5	3	4	0.88	1.17	48.2	101.24	13.04	-2.93	51.13	-13	174	187	20	204.59
Adam.Cracknell	C	STL	2	20112012	26	0.575	1	0	3.79	0	55.56	114.29	100	1.91	53.64	3	15	12	0	15.83
Adam.Cracknell	C	STL	25	20122013	27	0.55	2	4	0.55	1.11	55.9	100.33	7.69	5.29	50.61	42	199	157	24	216.86
Adam.Cracknell	C	STL	24	20132014	28	0.6	1	2	0.29	0.57	47.44	100.84	4.55	-5.17	52.61	-19	176	195	21	210.28
Adam.Cracknell	C	CBJ	17	20142015	29	0.6	0	1	0	0.37	40.51	92.22	0	-5.23	45.74	-52	111	163	15	160.35
Adam.Cracknell	C	EDM/VAN	50	20152016	30	0.575	5	5	0.52	0.52	46.41	99.95	7.81	-0.92	47.33	-70	452	522	59	579.2
Ryan.Craig	LC	T.B	7	20072008	25	NA	0	0	0	0	43.14	90.83	0	-10.92	54.06	-14	44	58	4	65.95
Ryan.Craig	LC	T.B	54	20082009	26	0.775	2	4	0.26	0.53	44.73	97.66	3.28	-3.17	47.9	-75	318	393	59	453.42
Ryan.Craig	LC	T.B	3	20092010	27	0.8	0	0	0	0	45.71	100	0	8.85	36.87	-3	16	19	5	27.18
Ryan.Craig	LC	PIT	6	20102011	28	0.5	0	0	0	0	47.62	90.91	0	-4.45	52.06	-4	40	44	6	48.57
Ryan.Craig	LC	CBJ	6	20132014	31	0.6	0	0	0	0	29.41	90.62	0	-20.14	49.55	-28	20	48	4	42.62
Ryan.Craig	LC	CBJ	2	20142015	32	0.6	0	0	0	0	36.36	105.83	0	-4.78	41.14	-9	12	21	2	14.4
B.J..Crombeen	R	DAL	13	20072008	22	NA	0	2	0	1.59	49.52	105.32	0	-1.7	51.23	-1	52	53	12	75.62
B.J..Crombeen	R	DAL/STL	85	20082009	23	NA	10	8	0.63	0.5	49.59	97.35	8.62	1.8	47.79	-13	794	807	106	955.48
B.J..Crombeen	R	STL	79	20092010	24	NA	6	7	0.45	0.52	47.62	99.63	5.77	-4.26	51.88	-65	650	715	98	802.83
B.J..Crombeen	R	STL	80	20102011	25	NA	6	7	0.41	0.48	49.04	95.49	5.77	-4.19	53.23	-30	767	797	98	871.83
B.J..Crombeen	R	STL	47	20112012	26	NA	2	2	0.31	0.31	53.1	97.08	3.51	1.88	51.22	37	317	280	55	391.88
B.J..Crombeen	R	T.B	44	20122013	27	NA	0	7	0	1.07	46.07	102.04	0	-1.44	47.51	-52	305	357	44	394.22
B.J..Crombeen	R	T.B	57	20132014	28	NA	3	5	0.38	0.63	47.96	98.63	5.08	-3.49	51.45	-35	411	446	56	477.48
B.J..Crombeen	R	ARI	58	20142015	29	NA	3	3	0.39	0.39	42.99	99.17	6.98	-6.53	49.52	-118	362	480	40	462.77
Sidney.Crosby	C	PIT	73	20072008	20	0.85	20	29	1.16	1.68	49.02	103.64	12.05	5.24	43.78	-39	972	1011	146	1035.21
Sidney.Crosby	C	PIT	101	20082009	21	9	29	42	1.16	1.68	49.36	101.87	14.15	1.68	47.68	-36	1397	1433	176	1497.43
Sidney.Crosby	C	PIT	93	20092010	22	9	38	38	1.65	1.65	56.23	100.71	16.81	5.25	50.98	342	1544	1202	188	1381.99
Sidney.Crosby	C	PIT	41	20102011	23	9	20	18	2.04	1.83	53.06	104.27	19.42	0.51	52.55	74	641	567	83	589.67
Sidney.Crosby	C	PIT	28	20112012	24	9	8	21	1.26	3.31	57.83	105.5	15.38	5.01	52.82	121	447	326	44	380.38
Sidney.Crosby	C	PIT	50	20122013	25	7.5	17	29	1.31	2.23	55.1	104.36	13.18	7.19	47.92	161	869	708	112	779.93
Sidney.Crosby	C	PIT	93	20132014	26	12	21	39	0.86	1.59	54.21	100.29	10.66	7.31	46.91	238	1531	1293	176	1470.17
Sidney.Crosby	C	PIT	82	20142015	27	12	18	31	0.88	1.52	56.1	100.81	10.78	4.93	51.16	277	1274	997	149	1221.6
Sidney.Crosby	C	PIT	71	20152016	28	12	17	31	0.95	1.73	53.85	101.76	12.5	2.28	51.57	160	1118	958	119	1075.52
Tommy.Cross	D	BOS	3	20152016	26	0.6	0	0	0	0	48.33	90	NA	-2.99	51.32	-2	29	31	0	33.12
Matt.Cullen	LC	CAR	59	20072008	30	2.875	4	20	0.37	1.87	49.66	101.78	5.8	-3.37	53.03	-8	593	601	65	640.17
Matt.Cullen	LC	CAR	87	20082009	31	2.875	15	16	0.83	0.88	50.05	100.38	12.93	-2.53	52.58	2	1017	1015	101	1090.47
Matt.Cullen	LC	CAR/OTT	86	20092010	32	2.875	12	20	0.67	1.12	49.87	99.15	10.08	0.21	49.67	-5	988	993	107	1072.37
Matt.Cullen	LC	MIN	78	20102011	33	3.5	3	11	0.19	0.7	43.64	100.6	3.45	-2.4	46.05	-219	752	971	84	942.35
Matt.Cullen	LC	MIN	73	20112012	34	3.5	9	14	0.56	0.87	47.39	98.52	7.56	4.6	42.79	-92	836	928	110	963.27
Matt.Cullen	LC	MIN	47	20122013	35	3.5	7	19	0.71	1.93	48.29	105.35	10.77	-0.27	48.56	-35	493	528	58	590.38
Matt.Cullen	LC	NSH	77	20132014	36	3	9	21	0.57	1.32	50.55	100.24	8.65	3.1	47.45	19	880	861	95	951.05
Matt.Cullen	LC	NSH	68	20142015	37	4	8	14	0.6	1.05	52.88	101.06	8.89	0.03	52.85	85	781	696	82	801.92
Matt.Cullen	LC	PIT	72	20152016	38	0.8	10	9	0.8	0.72	50.38	99.93	11.63	-2.66	53.04	10	669	659	76	748.58
Mark.Cullen	CL	FLA	6	20112012	32	0.6	0	1	0	1.26	48.65	110.53	0	1.94	46.71	-2	36	38	1	47.65
Jassen.Cullimore	D	FLA	65	20072008	34	1.919	2	9	0.12	0.56	48.58	103.23	4.44	-0.04	48.62	-47	806	853	43	961.7
Jassen.Cullimore	D	FLA	68	20082009	35	0.83	2	6	0.12	0.36	45.35	99.45	4	-1.47	46.81	-165	804	969	48	992.81
Jassen.Cullimore	D	CHI	36	20102011	37	0.5	0	7	0	0.99	49.59	100.36	0	-5.35	54.94	-6	365	371	22	425.08
Tyler.Cuma	D	MIN	1	20112012	21	0.875	0	0	0	0	56.25	100	NA	18.96	37.29	2	9	7	0	8.88
Kyle.Cumiskey	D	COL	38	20072008	20	0.512	0	5	0	0.75	52.06	97.89	0	4.13	47.94	26	328	302	16	398.14
Kyle.Cumiskey	D	COL	6	20082009	21	0.475	0	0	0	0	55.56	86.56	0	7.65	47.91	10	50	40	2	48.02
Kyle.Cumiskey	D	COL	67	20092010	22	0.525	5	8	0.3	0.47	45.33	99.84	9.43	0.89	44.44	-171	830	1001	48	1016.8
Kyle.Cumiskey	D	COL	18	20102011	23	0.675	1	5	0.24	1.22	49.79	99.52	7.14	0.44	49.35	-2	232	234	13	245.69
Kyle.Cumiskey	D	CHI	16	20142015	27	0.6	0	0	0	0	52.12	95.39	0	1.04	51.08	13	160	147	6	168.68
Mark.Cundari	D	CGY	4	20122013	22	0.55	0	0	0	0	48.65	92.34	0	15.59	33.05	-3	54	57	5	66.28
Mark.Cundari	D	CGY	4	20132014	23	0.6	0	0	0	0	47.67	78.95	0	5.89	41.78	-4	41	45	6	44.2
Craig.Cunningham	RC	BOS	2	20132014	23	0.64	0	0	0	0	53.33	100	0	6.67	46.67	2	16	14	4	17.74
Craig.Cunningham	RC	BOS/ARI	51	20142015	24	0.6	2	4	0.25	0.5	43.41	98.27	4	-8.02	51.43	-106	349	455	48	478.65
Craig.Cunningham	RC	ARI	10	20152016	25	0.7	0	1	0	0.6	42.86	101.43	0	0.4	42.46	-25	75	100	13	100.24
Kevin.Czuczman	D	NYI	13	20132014	22	0.925	0	2	0	0.57	47.12	95.57	0	-5.33	52.45	-22	180	202	21	209.86
Stephane.Da.Costa	C	OTT	4	20102011	21	0.9	0	0	0	0	60.56	91.67	0	14.87	45.69	15	43	28	9	40.51
Stephane.Da.Costa	C	OTT	22	20112012	22	0.9	3	2	0.82	0.55	52.39	87.94	12	0.57	51.82	18	197	179	22	219.57
Stephane.Da.Costa	C	OTT	9	20122013	23	0.8	1	0	0.7	0	54.76	95.15	10	0.1	54.66	16	92	76	9	86.18
Stephane.Da.Costa	C	OTT	12	20132014	24	0.825	2	1	1.05	0.53	60.81	103.02	12.5	11.21	49.6	48	135	87	14	114.28
Evgeny.Dadonov	RL	FLA	4	20092010	20	0.613	0	0	0	0	51.47	94.44	0	4.37	47.1	2	35	33	3	44.24
Evgeny.Dadonov	RL	FLA	36	20102011	21	0.662	6	9	0.77	1.15	51.24	100.55	10.71	2.65	48.59	21	435	414	50	469.87
Evgeny.Dadonov	RL	FLA	15	20112012	22	0.688	2	1	0.81	0.4	54.05	94.94	10	5.81	48.25	21	140	119	18	148.82
Matt.D'Agostini	RL	MTL	1	20072008	20	NA	0	0	0	0	33.33	100	NA	-19.05	52.38	-2	2	4	0	8.44
Matt.D'Agostini	RL	MTL	56	20082009	21	NA	8	7	0.79	0.69	50.73	94.27	7.84	3.78	46.95	17	587	570	94	610.62
Matt.D'Agostini	RL	MTL/STL	48	20092010	22	NA	2	2	0.26	0.26	47.36	94.13	3.77	-0.4	47.75	-43	385	428	51	456.21
Matt.D'Agostini	RL	STL	82	20102011	23	NA	14	17	0.81	0.98	51.54	101.09	10.77	-0.93	52.47	58	968	910	116	1038.13
Matt.D'Agostini	RL	STL	59	20112012	24	NA	5	8	0.43	0.69	54.44	102.35	5.68	1.13	53.31	109	668	559	83	692.02
Matt.D'Agostini	RL	N.J/STL	29	20122013	25	NA	2	2	0.38	0.38	53.83	95.13	6.67	-0.38	54.21	36	253	217	28	314.29
Matt.D'Agostini	RL	BUF/PIT	57	20132014	26	NA	2	4	0.17	0.34	47.24	95.97	2.27	3.63	43.6	-68	581	649	86	704.05
Klas.Dahlbeck	D	CHI/ARI	23	20142015	23	0.62	1	3	0.17	0.52	43.57	97.96	5	-5.29	48.86	-87	295	382	19	343.4
Klas.Dahlbeck	D	ARI	61	20152016	24	0.605	2	5	0.15	0.38	44.43	99.69	3.77	-3.06	47.49	-151	602	753	51	779.33
Trevor.Daley	D	DAL	100	20072008	23	0.8	6	13	0.24	0.52	51.46	98.73	6.82	0.43	51.03	69	1214	1145	82	1510.1
Trevor.Daley	D	DAL	75	20082009	24	2.1	5	15	0.24	0.72	50.02	100.98	6.67	0.46	49.56	1	1088	1087	70	1250.23
Trevor.Daley	D	DAL	77	20092010	25	2.3	4	12	0.19	0.56	46.23	101.16	5.33	-2.93	49.16	-190	1165	1355	71	1290.91
Trevor.Daley	D	DAL	82	20102011	26	2.5	5	15	0.21	0.63	47.35	102.12	5.38	-1.25	48.6	-144	1288	1432	88	1436.67
Trevor.Daley	D	DAL	79	20112012	27	3.5	3	13	0.14	0.62	47.53	100.29	3.09	-3.12	50.65	-119	1145	1264	94	1263.42
Trevor.Daley	D	DAL	44	20122013	28	3.5	2	6	0.17	0.52	47.18	103.49	5.13	-2.49	49.67	-73	611	684	37	698.62
Trevor.Daley	D	DAL	73	20132014	29	3.5	7	14	0.36	0.72	51.6	101.49	7.53	1.58	50.01	73	1180	1107	86	1165.8
Trevor.Daley	D	DAL	68	20142015	30	3.5	7	15	0.38	0.82	45.94	100.33	10.14	-9.19	55.14	-180	1019	1199	62	1098.59
Trevor.Daley	D	PIT/CHI	72	20152016	31	3.1	5	11	0.28	0.62	53.99	100.73	5.56	0.47	53.53	156	1055	899	85	1070.48
Kevin.Dallman	D	L.A	34	20072008	26	NA	3	3	0.45	0.45	51.82	103.35	10.34	7.09	44.74	26	370	344	26	400.61
Zac.Dalpe	RC	CAR	14	20102011	20	0.637	3	1	1.62	0.54	42.57	103.21	18.75	-5.98	48.55	-37	106	143	13	111.42
Zac.Dalpe	RC	CAR	16	20112012	21	0.688	1	2	0.43	0.86	43.87	99.05	5.56	-2.76	46.63	-33	118	151	17	139.26
Zac.Dalpe	RC	CAR	10	20122013	22	0.787	1	1	0.54	0.54	54.85	89.9	6.25	0.59	54.26	26	147	121	15	110.75
Zac.Dalpe	RC	VAN	55	20132014	23	0.55	3	3	0.48	0.48	44.69	98.06	6.12	-6.01	50.7	-73	307	380	46	374.5
Zac.Dalpe	RC	BUF	21	20142015	24	0.7	1	2	0.31	0.62	40.11	92.26	3.57	1.5	38.62	-69	140	209	27	192.98
Jerry.D'Amigo	L	TOR	22	20132014	22	NA	1	2	0.39	0.78	38.59	103.1	9.09	-5.27	43.86	-55	93	148	10	154.42
Jerry.D'Amigo	L	BUF	9	20142015	23	NA	0	0	0	0	39.73	92.46	0	1.41	38.32	-30	58	88	6	76.58
Phillip.Danault	CL	CHI	2	20142015	21	0.833	0	0	0	0	56.25	100	0	14.27	41.98	4	18	14	2	17
Phillip.Danault	CL	CHI/MTL	43	20152016	22	0.833	2	5	0.24	0.6	50.9	95.57	3.39	1.95	48.94	16	453	437	57	496.77
Mathieu.Dandenault	DR	MTL	70	20072008	31	1.75	8	5	0.7	0.44	42.14	97.38	10.13	-5.38	47.52	-200	536	736	71	682.35
Mathieu.Dandenault	DR	MTL	45	20082009	32	1.75	4	6	0.5	0.75	50.57	101.71	8.51	2.71	47.86	10	443	433	43	482.78
Marko.Dano	C	CBJ	35	20142015	19	0.925	8	12	1.08	1.62	54.13	103.59	10	6.99	47.14	63	413	350	72	444.09
Marko.Dano	C	CHI/WPG	25	20152016	20	0.925	4	3	0.86	0.64	55.4	94.24	10.53	1.96	53.43	53	272	219	34	280.11
Mathieu.Darche	LR	T.B	73	20072008	30	NA	5	13	0.34	0.89	52.74	97.56	4.72	5.06	47.69	79	760	681	101	875.52
Mathieu.Darche	LR	MTL	40	20092010	32	0.6	5	6	0.82	0.98	48.2	100.72	10.87	2.02	46.18	-23	308	331	41	366.98
Mathieu.Darche	LR	MTL	66	20102011	33	0.5	10	10	0.88	0.88	53.84	101.24	11.63	2.23	51.61	99	694	595	76	680.68
Mathieu.Darche	LR	MTL	61	20112012	34	0.7	3	5	0.31	0.52	49.11	97.39	4.62	0.17	48.94	-18	495	513	62	574.32
Pavel.Datsyuk	CL	DET	104	20072008	29	6.7	22	42	0.9	1.72	63.47	102.18	9.52	6.6	56.87	698	1644	946	209	1468.06
Pavel.Datsyuk	CL	DET	96	20082009	30	6.7	17	35	0.79	1.63	60.81	102.4	8.85	4.99	55.82	497	1398	901	175	1289.5
Pavel.Datsyuk	CL	DET	91	20092010	31	6.7	21	29	0.95	1.31	57.2	100.31	12.88	4.86	52.34	349	1387	1038	142	1332.73
Pavel.Datsyuk	CL	DET	67	20102011	32	6.7	17	27	1.05	1.67	56.27	101.85	12.69	4.2	52.07	228	1023	795	117	972.58
Pavel.Datsyuk	CL	DET	75	20112012	33	6.7	11	29	0.63	1.66	59.56	101.84	8.59	6.42	53.15	342	1065	723	117	1048.57
Pavel.Datsyuk	CL	DET	61	20122013	34	6.7	8	22	0.54	1.48	57.8	102.92	7.69	7.47	50.33	240	889	649	96	890.77
Pavel.Datsyuk	CL	DET	50	20132014	35	6.7	11	14	0.89	1.14	55.69	99.84	12.22	3.99	51.7	145	710	565	79	739.51
Pavel.Datsyuk	CL	DET	70	20142015	36	10	15	18	0.88	1.06	59.45	99.34	12.5	8.69	50.76	327	1029	702	105	1022.97
Pavel.Datsyuk	CL	DET	57	20152016	37	7	6	15	0.41	1.03	57.85	99.93	5.71	7.21	50.64	235	866	631	99	873.46
Kaspars.Daugavins	L	OTT	1	20092010	21	0.557	0	0	0	0	57.14	100	0	10.4	46.74	2	8	6	2	8.42
Kaspars.Daugavins	L	OTT	66	20112012	23	0.6	5	3	0.5	0.3	46.91	99.64	7.35	-5.99	52.91	-73	555	628	63	594.65
Kaspars.Daugavins	L	BOS/OTT	31	20122013	24	0.635	1	2	0.22	0.43	51.41	94.11	2.27	2.33	49.09	15	273	258	43	278.97
Laurent.Dauphin	C	ARI	3	20152016	20	0.718	1	0	2.13	0	48.28	113.75	20	-0.5	48.78	-2	28	30	4	28.23
Brandon.Davidson	D	EDM	12	20142015	23	0.64	1	0	0.37	0	44.9	97.34	14.29	-2.97	47.87	-30	132	162	6	161.62
Brandon.Davidson	D	EDM	51	20152016	24	0.585	2	6	0.15	0.46	51.97	100.46	3.77	3.22	48.75	55	726	671	51	787.24
Patrick.Davis	R	N.J	1	20082009	21	0.517	0	0	0	0	25	100	NA	-36.45	61.45	-4	2	6	0	4.82
Patrick.Davis	R	N.J	8	20092010	22	0.522	1	0	0.61	0	32.88	98.08	12.5	-26.82	59.69	-50	48	98	7	99.12
Rob.Davison	D	NYI/S.J	34	20072008	27	NA	0	1	0	0.15	52.08	96.82	0	1.34	50.73	28	351	323	30	395.09
Rob.Davison	D	VAN	23	20082009	28	0.56	0	2	0	0.54	46.58	97.59	0	-2.37	48.94	-25	170	195	15	222.32
Rob.Davison	D	N.J	1	20092010	29	0.5	0	0	0	0	50	100	NA	-18.33	68.33	0	3	3	0	3.71
Nigel.Dawes	L	NYR	71	20072008	22	NA	12	15	0.89	1.11	55.01	101.68	10.62	1.49	53.52	135	741	606	101	809.38
Nigel.Dawes	L	NYR/PHX	63	20082009	23	0.588	7	10	0.56	0.8	50.29	98.81	7.07	-2.28	52.57	8	684	676	92	746.36
Nigel.Dawes	L	CGY	66	20092010	24	0.85	10	12	0.74	0.88	53.87	100.01	13.89	3.44	50.44	112	779	667	62	813.83
Nigel.Dawes	L	MTL/ATL	13	20102011	25	0.65	0	1	0	0.48	43.72	90.89	0	0.77	42.95	-29	101	130	11	126.16
Brandon.Defazio	L	VAN	2	20142015	26	0.6	0	0	0	0	47.83	100	0	-4.9	52.73	-1	11	12	2	12.71
Calvin.De.Haan	D	NYI	1	20112012	20	0.9	0	0	0	0	72.22	112.5	0	27.32	44.9	8	13	5	1	10.52
Calvin.De.Haan	D	NYI	51	20132014	22	0.81	2	10	0.14	0.69	52.25	98.01	3.64	5.16	47.09	71	825	754	53	871.97
Calvin.De.Haan	D	NYI	70	20142015	23	1	0	11	0	0.57	52.49	97.98	0	0.11	52.38	109	1149	1040	86	1149.37
Calvin.De.Haan	D	NYI	62	20152016	24	2	2	7	0.11	0.39	51.21	99.04	2.63	1.19	50.03	49	1033	984	74	1078.82
Danny.Dekeyser	D	DET	13	20122013	22	0.925	0	1	0	0.33	54.68	103.45	0	-1.97	56.65	31	181	150	12	182.29
Danny.Dekeyser	D	DET	70	20132014	23	0.925	2	13	0.1	0.68	49.3	101.72	2.9	-3.9	53.2	-27	946	973	67	1149.62
Danny.Dekeyser	D	DET	87	20142015	24	2.125	2	19	0.09	0.82	53.18	100.09	2.78	-0.12	53.3	143	1197	1054	70	1393.92
Danny.Dekeyser	D	DET	69	20152016	25	2.25	6	9	0.31	0.46	48.46	100.26	10.53	-5.85	54.31	-62	973	1035	51	1171.77
Jacob.De.La.Rose	CL	MTL	45	20142015	19	0.925	2	2	0.23	0.23	43.91	97.36	4.76	-7.29	51.2	-106	382	488	40	528.17
Jacob.De.La.Rose	CL	MTL	20	20152016	20	0.925	0	1	0	0.28	42.82	96.38	0	-8.73	51.55	-53	158	211	19	212.95
Chase.De.Leo	C	WPG	2	20152016	19	0.685	0	0	0	0	42.86	112.5	0	-18.07	60.93	-3	9	12	2	14.4
Stefan.Della.Rovere	L	STL	7	20102011	20	0.555	0	0	0	0	45.07	100	0	-12.58	57.65	-7	32	39	4	44.98
Michael.Del.Zotto	D	NYR	80	20092010	19	0.875	5	9	0.27	0.48	50.39	98.88	10.64	0.92	49.48	17	1086	1069	42	1123.92
Michael.Del.Zotto	D	NYR	47	20102011	20	0.875	0	4	0	0.35	49.92	98.72	0	2.01	47.91	-2	657	659	32	688.88
Michael.Del.Zotto	D	NYR	97	20112012	21	0.875	9	16	0.35	0.62	46.58	101.88	10.11	-1.9	48.49	-182	1240	1422	80	1545.14
Michael.Del.Zotto	D	NYR	58	20122013	22	2.2	3	10	0.18	0.59	48.42	102.29	3.95	-2.72	51.14	-64	979	1043	73	1018.49
Michael.Del.Zotto	D	NSH/NYR	67	20132014	23	2.9	2	8	0.12	0.47	50.53	98.79	2.56	-1.91	52.44	20	949	929	76	1014.99
Michael.Del.Zotto	D	PHI	64	20142015	24	1.3	8	14	0.44	0.77	48.89	100.43	8.51	-0.46	49.35	-47	1033	1080	86	1096.04
Michael.Del.Zotto	D	PHI	52	20152016	25	3.75	2	5	0.13	0.32	51.57	97.62	2.63	3.39	48.18	57	937	880	74	934.76
Dylan.Demelo	D	S.J	35	20152016	22	0.625	0	0	0	0	52.84	99.48	0	0.66	52.18	37	344	307	25	401.95
Jason.Demers	D	S.J	66	20092010	21	0.535	1	9	0.08	0.74	50.55	102.88	2.5	-0.12	50.68	14	640	626	39	731.89
Jason.Demers	D	S.J	88	20102011	22	0.58	3	15	0.14	0.69	55.66	101.1	3.8	3.68	51.98	283	1391	1108	76	1309.67
Jason.Demers	D	S.J	60	20112012	23	1.1	2	6	0.14	0.43	50.56	97.97	3.92	-2.77	53.34	18	810	792	49	842.81
