Team,Year,GameMinute,Kicker,Distance,ScoreDiff,Grass,Success
ARI,2006,30,Rackers,41,4,TRUE,1
ARI,2006,35,Rackers,45,7,TRUE,1
ARI,2006,60,Rackers,51,-3,TRUE,0
ARI,2006,19,Rackers,52,14,TRUE,0
ARI,2006,26,Rackers,41,14,TRUE,1
ARI,2006,30,Rackers,28,17,TRUE,1
ARI,2006,44,Rackers,29,17,TRUE,1
ARI,2006,60,Rackers,40,-1,TRUE,0
ARI,2006,6,Rackers,49,0,TRUE,0
ARI,2006,24,Rackers,29,-17,TRUE,1
ARI,2006,42,Rackers,45,-19,TRUE,1
ARI,2006,50,Rackers,38,-16,TRUE,1
ARI,2006,27,Rackers,28,-10,TRUE,1
ARI,2006,29,Rackers,36,7,TRUE,1
ARI,2006,17,Rackers,21,0,FALSE,1
ARI,2006,27,Rackers,50,3,FALSE,1
ARI,2006,44,Rackers,41,-11,FALSE,0
ARI,2006,30,Rackers,23,11,FALSE,1
ARI,2006,58,Rackers,20,18,FALSE,1
ARI,2006,26,Rackers,32,7,TRUE,1
ARI,2006,35,Rackers,53,3,TRUE,0
ARI,2006,57,Rackers,40,3,TRUE,1
ARI,2006,22,Rackers,49,-13,TRUE,1
ARI,2006,34,Rackers,50,-6,TRUE,0
ARI,2006,43,Rackers,38,-13,TRUE,1
ARI,2006,8,Rackers,25,-3,TRUE,1
ARI,2006,28,Rackers,39,14,TRUE,1
ARI,2006,45,Rackers,37,7,TRUE,1
ARI,2006,52,Rackers,32,10,TRUE,1
ARI,2006,44,Rackers,28,-20,TRUE,1
ARI,2006,57,Rackers,20,-10,TRUE,1
GB,2006,30,Rayner,53,-16,TRUE,0
GB,2006,7,Rayner,24,7,TRUE,1
GB,2006,15,Rayner,36,10,TRUE,1
GB,2006,23,Rayner,24,0,FALSE,1
GB,2006,5,Rayner,23,0,TRUE,1
GB,2006,25,Rayner,54,-4,TRUE,1
GB,2006,29,Rayner,46,-1,TRUE,1
GB,2006,40,Rayner,54,-1,TRUE,0
GB,2006,17,Rayner,27,0,TRUE,1
GB,2006,22,Rayner,45,3,TRUE,0
GB,2006,30,Rayner,32,-4,TRUE,1
GB,2006,18,Rayner,42,-7,TRUE,1
GB,2006,21,Rayner,34,-4,TRUE,1
GB,2006,53,Rayner,42,14,TRUE,1
GB,2006,48,Rayner,49,-3,FALSE,1
GB,2006,9,Rayner,20,0,FALSE,1
GB,2006,41,Rayner,24,3,FALSE,1
GB,2006,58,Rayner,29,6,FALSE,1
GB,2006,13,Rayner,44,-7,TRUE,0
GB,2006,18,Rayner,28,4,FALSE,0
GB,2006,50,Rayner,34,-6,FALSE,1
GB,2006,20,Rayner,40,-17,TRUE,0
GB,2006,37,Rayner,34,-31,TRUE,1
GB,2006,16,Rayner,23,4,TRUE,1
GB,2006,46,Rayner,44,11,TRUE,1
GB,2006,52,Rayner,21,14,TRUE,1
GB,2006,13,Rayner,24,-3,TRUE,1
GB,2006,6,Rayner,38,0,TRUE,1
GB,2006,12,Rayner,38,3,TRUE,0
GB,2006,19,Rayner,34,3,TRUE,0
GB,2006,30,Rayner,44,3,TRUE,1
GB,2006,59,Rayner,44,-1,TRUE,1
GB,2006,20,Rayner,32,13,TRUE,0
GB,2006,30,Rayner,25,13,TRUE,1
GB,2006,50,Rayner,46,16,TRUE,1
PIT,2006,57,Reed,44,4,TRUE,0
PIT,2006,29,Reed,48,0,TRUE,0
PIT,2006,36,Reed,37,-7,TRUE,1
PIT,2006,57,Reed,36,-11,TRUE,1
PIT,2006,25,Reed,39,7,TRUE,1
PIT,2006,30,Reed,44,3,TRUE,1
PIT,2006,30,Reed,32,28,TRUE,1
PIT,2006,35,Reed,28,31,TRUE,0
PIT,2006,7,Reed,28,-7,FALSE,1
PIT,2006,20,Reed,29,-7,TRUE,1
PIT,2006,25,Reed,39,-4,TRUE,1
PIT,2006,27,Reed,40,-7,TRUE,0
PIT,2006,30,Reed,46,-7,TRUE,1
PIT,2006,52,Reed,29,-11,TRUE,1
PIT,2006,29,Reed,32,-3,TRUE,1
PIT,2006,38,Reed,35,-7,TRUE,0
PIT,2006,40,Reed,43,-10,TRUE,1
PIT,2006,28,Reed,50,7,TRUE,1
PIT,2006,56,Reed,32,17,TRUE,0
PIT,2006,58,Reed,39,17,TRUE,1
PIT,2006,21,Reed,23,7,TRUE,1
PIT,2006,27,Reed,35,10,TRUE,0
PIT,2006,53,Reed,28,24,TRUE,1
PIT,2006,26,Reed,19,7,TRUE,1
PIT,2006,41,Reed,45,14,TRUE,1
PIT,2006,56,Reed,26,31,TRUE,1
PIT,2006,59,Reed,35,-3,FALSE,1
JAC,2006,22,Scobee,35,-10,TRUE,1
JAC,2006,38,Scobee,49,0,TRUE,0
JAC,2006,40,Scobee,31,0,TRUE,1
JAC,2006,54,Scobee,32,3,TRUE,1
JAC,2006,56,Scobee,42,6,TRUE,1
JAC,2006,28,Scobee,24,0,FALSE,0
JAC,2006,45,Scobee,49,-7,FALSE,0
JAC,2006,5,Scobee,46,0,TRUE,1
JAC,2006,54,Scobee,43,-3,TRUE,1
JAC,2006,60,Scobee,41,-3,TRUE,1
JAC,2006,35,Scobee,43,28,TRUE,1
JAC,2006,58,Scobee,40,38,TRUE,1
JAC,2006,39,Scobee,40,7,TRUE,1
JAC,2006,51,Scobee,27,7,TRUE,1
JAC,2006,16,Scobee,47,14,TRUE,1
JAC,2006,21,Scobee,21,17,TRUE,1
JAC,2006,43,Scobee,39,34,TRUE,1
JAC,2006,16,Scobee,44,-10,TRUE,1
JAC,2006,8,Scobee,39,-3,TRUE,1
JAC,2006,36,Scobee,24,7,TRUE,1
JAC,2006,45,Scobee,23,3,TRUE,1
JAC,2006,55,Scobee,48,13,TRUE,1
JAC,2006,4,Scobee,42,0,FALSE,0
JAC,2006,45,Scobee,27,-10,FALSE,1
JAC,2006,15,Scobee,48,-7,TRUE,1
JAC,2006,12,Scobee,48,4,TRUE,0
JAC,2006,30,Scobee,48,11,TRUE,1
JAC,2006,34,Scobee,34,21,TRUE,1
JAC,2006,45,Scobee,46,24,TRUE,1
JAC,2006,19,Scobee,43,0,TRUE,1
JAC,2006,38,Scobee,53,-10,TRUE,0
JAC,2006,20,Scobee,33,0,TRUE,1
BAL,2006,29,Stover,20,14,TRUE,1
BAL,2006,35,Stover,42,17,TRUE,1
BAL,2006,5,Stover,25,0,FALSE,1
BAL,2006,9,Stover,33,3,FALSE,1
BAL,2006,12,Stover,37,6,FALSE,1
BAL,2006,47,Stover,23,15,FALSE,1
BAL,2006,10,Stover,32,0,TRUE,1
BAL,2006,50,Stover,43,-5,TRUE,1
BAL,2006,60,Stover,52,-2,TRUE,1
BAL,2006,11,Stover,24,0,TRUE,1
BAL,2006,25,Stover,43,14,FALSE,1
BAL,2006,37,Stover,25,10,FALSE,1
BAL,2006,41,Stover,36,13,FALSE,1
BAL,2006,52,Stover,35,6,FALSE,1
BAL,2006,30,Stover,27,-12,TRUE,1
BAL,2006,46,Stover,40,-9,TRUE,1
BAL,2006,5,Stover,42,0,FALSE,0
BAL,2006,36,Stover,29,-7,FALSE,1
BAL,2006,30,Stover,37,14,FALSE,1
BAL,2006,56,Stover,40,24,FALSE,1
BAL,2006,30,Stover,29,-6,FALSE,0
BAL,2006,11,Stover,41,0,TRUE,1
BAL,2006,16,Stover,23,3,TRUE,1
BAL,2006,28,Stover,38,11,FALSE,1
BAL,2006,57,Stover,22,7,FALSE,1
BAL,2006,53,Stover,26,14,TRUE,1
BAL,2006,8,Stover,26,0,TRUE,1
BAL,2006,29,Stover,37,3,TRUE,1
BAL,2006,33,Stover,39,6,TRUE,1
BAL,2006,56,Stover,29,9,TRUE,1
BAL,2006,15,Stover,40,-6,FALSE,1
BAL,2006,46,Stover,51,-9,FALSE,1
DAL,2006,10,Suisham,32,7,TRUE,1
DAL,2006,44,Suisham,36,0,TRUE,0
WAS,2006,26,Suisham,50,11,TRUE,0
WAS,2006,7,Suisham,31,0,TRUE,1
WAS,2006,29,Suisham,45,-18,TRUE,1
WAS,2006,35,Suisham,32,-15,TRUE,1
WAS,2006,55,Suisham,35,-5,TRUE,1
WAS,2006,5,Suisham,37,0,FALSE,1
WAS,2006,25,Suisham,37,3,FALSE,1
WAS,2006,56,Suisham,22,3,FALSE,1
WAS,2006,57,Suisham,52,-3,FALSE,1
KC,2006,12,Tynes,29,0,TRUE,1
KC,2006,43,Tynes,51,-14,TRUE,0
KC,2006,30,Tynes,29,0,TRUE,1
KC,2006,36,Tynes,45,3,TRUE,1
KC,2006,11,Tynes,22,7,TRUE,1
KC,2006,34,Tynes,49,24,TRUE,1
SF,2006,42,Tynes,53,-27,TRUE,0
KC,2006,18,Tynes,45,-14,TRUE,1
KC,2006,55,Tynes,40,-3,TRUE,1
KC,2006,59,Tynes,19,0,TRUE,1
KC,2006,5,Tynes,42,0,TRUE,0
KC,2006,60,Tynes,53,0,TRUE,1
KC,2006,3,Tynes,38,0,TRUE,1
KC,2006,22,Tynes,32,3,TRUE,1
KC,2006,53,Tynes,50,6,TRUE,0
KC,2006,20,Tynes,42,14,FALSE,1
KC,2006,29,Tynes,48,-13,TRUE,0
KC,2006,49,Tynes,27,-13,TRUE,1
KC,2006,43,Tynes,37,-6,TRUE,1
KC,2006,51,Tynes,35,-3,TRUE,0
KC,2006,6,Tynes,24,0,TRUE,1
KC,2006,34,Tynes,34,7,TRUE,1
KC,2006,45,Tynes,29,3,TRUE,1
KC,2006,58,Tynes,21,6,TRUE,1
KC,2006,5,Tynes,32,0,TRUE,0
KC,2006,44,Tynes,49,-13,TRUE,1
KC,2006,17,Tynes,45,-7,TRUE,1
KC,2006,43,Tynes,52,-11,TRUE,1
KC,2006,53,Tynes,24,-11,TRUE,1
KC,2006,14,Tynes,29,4,TRUE,1
KC,2006,40,Tynes,44,8,TRUE,0
KC,2006,47,Tynes,28,8,TRUE,1
KC,2006,21,Tynes,23,-6,FALSE,0
DAL,2006,8,Vanderjagt,26,0,FALSE,1
DAL,2006,53,Vanderjagt,50,14,FALSE,1
DAL,2006,29,Vanderjagt,26,11,TRUE,0
DAL,2006,47,Vanderjagt,43,14,TRUE,1
DAL,2006,49,Vanderjagt,39,-3,TRUE,1
DAL,2006,24,Vanderjagt,22,-3,FALSE,1
DAL,2006,49,Vanderjagt,21,18,FALSE,1
DAL,2006,9,Vanderjagt,48,0,TRUE,0
DAL,2006,30,Vanderjagt,38,-7,TRUE,1
DAL,2006,51,Vanderjagt,24,-4,TRUE,1
DAL,2006,27,Vanderjagt,33,1,TRUE,1
DAL,2006,30,Vanderjagt,30,-3,TRUE,1
DAL,2006,60,Vanderjagt,35,0,TRUE,0
DAL,2006,15,Vanderjagt,28,0,TRUE,1
DAL,2006,30,Vanderjagt,38,7,TRUE,1
DAL,2006,19,Vanderjagt,43,0,FALSE,0
DAL,2006,30,Vanderjagt,46,-7,FALSE,0
DAL,2006,50,Vanderjagt,22,25,FALSE,1
IND,2006,9,Vinatieri,26,0,FALSE,1
IND,2006,18,Vinatieri,32,3,FALSE,1
IND,2006,30,Vinatieri,48,6,FALSE,1
IND,2006,59,Vinatieri,32,2,FALSE,1
IND,2006,24,Vinatieri,39,14,FALSE,1
IND,2006,30,Vinatieri,43,14,FALSE,1
IND,2006,42,Vinatieri,38,24,FALSE,1
IND,2006,22,Vinatieri,30,0,FALSE,1
IND,2006,30,Vinatieri,19,-4,FALSE,1
IND,2006,56,Vinatieri,47,19,FALSE,1
IND,2006,14,Vinatieri,42,0,TRUE,1
IND,2006,25,Vinatieri,30,-4,TRUE,1
IND,2006,49,Vinatieri,48,-1,TRUE,1
IND,2006,60,Vinatieri,37,0,TRUE,1
IND,2006,29,Vinatieri,23,0,TRUE,1
IND,2006,33,Vinatieri,37,3,TRUE,0
IND,2006,50,Vinatieri,31,7,TRUE,1
IND,2006,58,Vinatieri,46,7,TRUE,0
IND,2006,28,Vinatieri,31,4,FALSE,1
IND,2006,30,Vinatieri,44,14,FALSE,1
IND,2006,30,Vinatieri,53,4,TRUE,0
IND,2006,58,Vinatieri,20,-3,TRUE,1
IND,2006,9,Vinatieri,41,-7,TRUE,1
IND,2006,7,Vinatieri,30,0,FALSE,1
IND,2006,55,Vinatieri,44,15,FALSE,1
IND,2006,44,Vinatieri,33,-7,TRUE,1
IND,2006,30,Vinatieri,46,8,FALSE,1
IND,2006,38,Vinatieri,34,8,FALSE,1
IND,2006,7,Vinatieri,48,0,FALSE,1
IND,2006,13,Vinatieri,19,3,FALSE,1
IND,2006,30,Vinatieri,50,6,FALSE,1
IND,2006,7,Vinatieri,23,0,FALSE,1
IND,2006,10,Vinatieri,42,3,FALSE,1
IND,2006,27,Vinatieri,51,3,FALSE,1
IND,2006,35,Vinatieri,48,6,FALSE,1
IND,2006,60,Vinatieri,35,6,FALSE,1
IND,2006,15,Vinatieri,42,-7,FALSE,1
IND,2006,30,Vinatieri,26,-18,FALSE,1
IND,2006,55,Vinatieri,36,-3,FALSE,1
IND,2006,19,Vinatieri,29,-8,TRUE,1
IND,2006,30,Vinatieri,36,2,TRUE,0
IND,2006,38,Vinatieri,24,2,TRUE,1
IND,2006,42,Vinatieri,20,5,TRUE,1
STL,2006,12,Wilkins,26,0,FALSE,1
STL,2006,15,Wilkins,44,3,FALSE,0
STL,2006,17,Wilkins,38,3,FALSE,1
STL,2006,20,Wilkins,29,6,FALSE,1
STL,2006,25,Wilkins,51,9,FALSE,1
STL,2006,34,Wilkins,48,5,FALSE,1
STL,2006,54,Wilkins,24,5,FALSE,1
STL,2006,23,Wilkins,49,-3,TRUE,1
STL,2006,41,Wilkins,46,-7,TRUE,0
STL,2006,49,Wilkins,40,-7,TRUE,1
STL,2006,19,Wilkins,26,-7,TRUE,1
STL,2006,30,Wilkins,47,3,TRUE,1
STL,2006,37,Wilkins,21,6,TRUE,1
STL,2006,3,Wilkins,42,0,FALSE,1
STL,2006,7,Wilkins,19,3,FALSE,1
STL,2006,30,Wilkins,46,-4,FALSE,1
STL,2006,54,Wilkins,47,-4,FALSE,1
STL,2006,60,Wilkins,47,7,FALSE,0
STL,2006,42,Wilkins,31,1,TRUE,1
STL,2006,46,Wilkins,26,4,TRUE,1
STL,2006,51,Wilkins,20,7,TRUE,1
STL,2006,38,Wilkins,34,-14,TRUE,1
STL,2006,30,Wilkins,41,-17,FALSE,1
STL,2006,15,Wilkins,40,0,FALSE,1
STL,2006,30,Wilkins,42,-4,FALSE,1
STL,2006,40,Wilkins,35,-1,FALSE,1
STL,2006,24,Wilkins,24,0,FALSE,1
STL,2006,30,Wilkins,51,3,FALSE,1
STL,2006,14,Wilkins,27,-7,FALSE,1
STL,2006,46,Wilkins,37,-14,FALSE,1
STL,2006,30,Wilkins,48,-1,FALSE,0
STL,2006,17,Wilkins,24,0,TRUE,1
STL,2006,28,Wilkins,34,3,TRUE,1
STL,2006,52,Wilkins,21,0,FALSE,1
STL,2006,60,Wilkins,41,0,FALSE,0
STL,2006,9,Wilkins,42,7,FALSE,1
STL,2006,33,Wilkins,53,17,FALSE,1
PHI,2007,17,Akers,33,-10,FALSE,1
PHI,2007,37,Akers,47,0,FALSE,1
PHI,2007,20,Akers,24,-3,TRUE,1
PHI,2007,23,Akers,39,0,TRUE,1
PHI,2007,44,Akers,26,-7,TRUE,1
PHI,2007,54,Akers,22,-11,TRUE,1
PHI,2007,27,Akers,42,-7,FALSE,0
PHI,2007,48,Akers,53,-16,FALSE,1
PHI,2007,16,Akers,22,4,FALSE,1
PHI,2007,26,Akers,41,4,FALSE,0
PHI,2007,30,Akers,41,4,FALSE,0
PHI,2007,37,Akers,31,4,FALSE,1
PHI,2007,44,Akers,25,7,FALSE,1
PHI,2007,14,Akers,24,0,TRUE,1
PHI,2007,26,Akers,33,3,TRUE,1
PHI,2007,30,Akers,37,3,TRUE,1
PHI,2007,15,Akers,20,-7,FALSE,1
PHI,2007,30,Akers,59,7,FALSE,0
PHI,2007,35,Akers,27,7,FALSE,1
PHI,2007,55,Akers,25,4,FALSE,1
PHI,2007,38,Akers,36,-21,TRUE,1
PHI,2007,30,Akers,53,-5,TRUE,0
PHI,2007,23,Akers,34,-7,TRUE,1
PHI,2007,10,Akers,31,-7,TRUE,1
PHI,2007,39,Akers,48,-4,TRUE,0
PHI,2007,33,Akers,29,1,TRUE,1
PHI,2007,52,Akers,39,-6,TRUE,1
PHI,2007,60,Akers,57,-3,TRUE,0
PHI,2007,11,Akers,47,0,FALSE,0
PHI,2007,47,Akers,21,1,FALSE,1
PHI,2007,21,Akers,24,7,FALSE,1
PHI,2007,30,Akers,38,4,TRUE,1
ATL,2007,30,Andersen,24,-3,TRUE,1
ATL,2007,57,Andersen,25,-10,TRUE,1
ATL,2007,7,Andersen,28,0,FALSE,1
ATL,2007,29,Andersen,22,10,FALSE,1
ATL,2007,41,Andersen,36,7,FALSE,1
ATL,2007,52,Andersen,46,7,FALSE,1
ATL,2007,54,Andersen,42,10,FALSE,0
ATL,2007,19,Andersen,32,0,TRUE,1
ATL,2007,35,Andersen,28,0,TRUE,1
ATL,2007,40,Andersen,48,0,TRUE,0
ATL,2007,4,Andersen,47,0,FALSE,1
ATL,2007,20,Andersen,48,-4,FALSE,0
ATL,2007,13,Andersen,38,-7,FALSE,1
ATL,2007,20,Andersen,33,-4,FALSE,1
ATL,2007,50,Andersen,21,-1,FALSE,1
ATL,2007,46,Andersen,33,1,FALSE,1
ATL,2007,59,Andersen,27,1,FALSE,1
ATL,2007,42,Andersen,36,-3,TRUE,1
ATL,2007,49,Andersen,47,0,TRUE,1
ATL,2007,8,Andersen,34,0,FALSE,1
ATL,2007,19,Andersen,30,3,FALSE,1
ATL,2007,37,Andersen,41,-21,FALSE,1
ATL,2007,9,Andersen,33,-7,TRUE,1
ATL,2007,52,Andersen,23,-10,TRUE,1
ATL,2007,59,Andersen,21,0,TRUE,1
ATL,2007,30,Andersen,30,-3,FALSE,1
ATL,2007,41,Andersen,37,-3,FALSE,1
ATL,2007,57,Andersen,32,7,FALSE,1
TEN,2007,11,Bironas,20,0,TRUE,1
TEN,2007,30,Bironas,31,-7,TRUE,1
TEN,2007,14,Bironas,30,-6,TRUE,1
TEN,2007,26,Bironas,36,-10,TRUE,1
TEN,2007,13,Bironas,33,0,FALSE,1
TEN,2007,56,Bironas,27,10,FALSE,0
TEN,2007,30,Bironas,30,-3,TRUE,1
TEN,2007,38,Bironas,40,-3,TRUE,1
TEN,2007,50,Bironas,47,7,TRUE,0
TEN,2007,38,Bironas,48,-3,TRUE,1
TEN,2007,3,Bironas,52,0,TRUE,1
TEN,2007,15,Bironas,25,-4,TRUE,1
TEN,2007,19,Bironas,21,-1,TRUE,1
TEN,2007,29,Bironas,30,9,TRUE,1
TEN,2007,30,Bironas,28,12,TRUE,1
TEN,2007,35,Bironas,43,15,TRUE,1
TEN,2007,57,Bironas,29,10,TRUE,1
TEN,2007,60,Bironas,29,-1,TRUE,1
TEN,2007,14,Bironas,35,-3,TRUE,1
TEN,2007,49,Bironas,23,1,TRUE,1
TEN,2007,13,Bironas,47,7,TRUE,1
TEN,2007,30,Bironas,53,10,TRUE,1
TEN,2007,30,Bironas,36,-14,TRUE,1
TEN,2007,41,Bironas,49,-18,TRUE,1
TEN,2007,30,Bironas,56,-13,TRUE,1
TEN,2007,46,Bironas,37,-10,TRUE,1
TEN,2007,21,Bironas,28,-7,FALSE,1
TEN,2007,30,Bironas,23,-11,FALSE,1
TEN,2007,30,Bironas,53,-3,TRUE,0
TEN,2007,10,Bironas,44,0,TRUE,1
TEN,2007,28,Bironas,29,3,TRUE,0
TEN,2007,22,Bironas,37,0,TRUE,1
TEN,2007,34,Bironas,37,-4,TRUE,1
TEN,2007,45,Bironas,40,3,TRUE,1
TEN,2007,55,Bironas,25,6,TRUE,1
TEN,2007,39,Bironas,46,1,TRUE,1
TEN,2007,44,Bironas,40,-3,FALSE,1
TEN,2007,53,Bironas,54,0,FALSE,1
TEN,2007,57,Bironas,33,3,FALSE,1
TEN,2007,6,Bironas,30,0,TRUE,1
TEN,2007,30,Bironas,44,3,TRUE,1
TEN,2007,46,Bironas,38,-4,TRUE,0
SEA,2007,28,Brown,28,-6,FALSE,1
SEA,2007,46,Brown,46,4,FALSE,1
SEA,2007,42,Brown,28,-3,TRUE,1
SEA,2007,51,Brown,28,0,TRUE,1
SEA,2007,54,Brown,23,-1,FALSE,1
SEA,2007,17,Brown,23,0,TRUE,1
SEA,2007,29,Brown,31,10,TRUE,1
SEA,2007,46,Brown,25,17,TRUE,1
SEA,2007,22,Brown,44,-14,FALSE,0
SEA,2007,30,Brown,52,-21,FALSE,1
SEA,2007,20,Brown,38,4,FALSE,1
SEA,2007,39,Brown,48,11,FALSE,1
SEA,2007,41,Brown,45,14,FALSE,1
SEA,2007,53,Brown,43,17,FALSE,1
SEA,2007,40,Brown,39,5,TRUE,1
SEA,2007,53,Brown,26,2,TRUE,1
SEA,2007,60,Brown,22,-3,TRUE,1
SEA,2007,11,Brown,20,7,FALSE,1
SEA,2007,30,Brown,54,17,FALSE,0
SEA,2007,4,Brown,44,-7,FALSE,0
SEA,2007,30,Brown,40,-3,FALSE,1
SEA,2007,48,Brown,23,4,FALSE,1
SEA,2007,57,Brown,46,7,FALSE,1
SEA,2007,9,Brown,46,-2,TRUE,0
SEA,2007,36,Brown,33,-12,TRUE,1
SEA,2007,58,Brown,52,5,TRUE,0
SEA,2007,17,Brown,40,4,TRUE,0
SEA,2007,7,Brown,23,0,FALSE,1
SEA,2007,30,Brown,41,17,FALSE,1
SEA,2007,52,Brown,23,-3,TRUE,1
SEA,2007,40,Brown,42,21,FALSE,1
SEA,2007,42,Brown,39,24,FALSE,1
SEA,2007,17,Brown,54,7,FALSE,1
SEA,2007,39,Brown,51,0,FALSE,1
SEA,2007,21,Brown,50,7,FALSE,1
SEA,2007,41,Brown,33,10,FALSE,1
SEA,2007,23,Brown,29,-7,FALSE,1
SEA,2007,43,Brown,27,-18,FALSE,1
HOU,2007,23,Brown,26,0,TRUE,1
HOU,2007,55,Brown,28,14,TRUE,1
HOU,2007,28,Brown,25,0,TRUE,1
HOU,2007,51,Brown,33,17,TRUE,1
HOU,2007,15,Brown,33,0,TRUE,1
HOU,2007,30,Brown,42,-13,FALSE,1
HOU,2007,35,Brown,37,-10,FALSE,1
HOU,2007,46,Brown,19,-10,FALSE,1
HOU,2007,58,Brown,25,-10,FALSE,0
HOU,2007,30,Brown,54,-9,TRUE,1
HOU,2007,35,Brown,43,-6,TRUE,1
HOU,2007,43,Brown,54,-3,TRUE,1
HOU,2007,55,Brown,20,-3,TRUE,1
HOU,2007,60,Brown,57,0,TRUE,1
HOU,2007,5,Brown,20,0,TRUE,1
HOU,2007,21,Brown,35,3,TRUE,1
HOU,2007,44,Brown,33,-10,TRUE,1
HOU,2007,16,Brown,40,-14,TRUE,1
HOU,2007,30,Brown,40,14,TRUE,1
HOU,2007,34,Brown,43,17,TRUE,0
HOU,2007,30,Brown,36,4,TRUE,1
HOU,2007,48,Brown,53,7,TRUE,1
HOU,2007,58,Brown,23,10,TRUE,1
HOU,2007,23,Brown,41,0,TRUE,1
HOU,2007,27,Brown,46,3,TRUE,0
HOU,2007,29,Brown,45,0,TRUE,1
HOU,2007,56,Brown,50,-11,TRUE,1
HOU,2007,23,Brown,41,4,TRUE,1
HOU,2007,30,Brown,49,-17,FALSE,0
TB,2007,6,Bryant,38,0,FALSE,1
TB,2007,15,Bryant,32,3,FALSE,1
TB,2007,53,Bryant,27,21,TRUE,1
TB,2007,10,Bryant,54,0,TRUE,0
TB,2007,30,Bryant,27,0,TRUE,1
TB,2007,24,Bryant,25,14,TRUE,1
TB,2007,50,Bryant,38,17,TRUE,1
TB,2007,24,Bryant,23,0,TRUE,1
TB,2007,60,Bryant,43,0,TRUE,1
TB,2007,28,Bryant,40,-3,FALSE,0
TB,2007,59,Bryant,48,-10,FALSE,1
TB,2007,8,Bryant,44,0,TRUE,1
TB,2007,30,Bryant,22,-7,TRUE,1
TB,2007,45,Bryant,42,3,TRUE,1
TB,2007,17,Bryant,32,4,TRUE,1
TB,2007,30,Bryant,58,7,TRUE,0
TB,2007,49,Bryant,26,14,TRUE,0
TB,2007,39,Bryant,23,14,FALSE,1
TB,2007,9,Bryant,35,7,TRUE,1
TB,2007,18,Bryant,27,10,TRUE,1
TB,2007,20,Bryant,48,13,TRUE,1
TB,2007,30,Bryant,39,13,TRUE,1
TB,2007,6,Bryant,27,0,FALSE,1
TB,2007,10,Bryant,53,3,FALSE,0
TB,2007,23,Bryant,31,3,FALSE,1
TB,2007,19,Bryant,33,11,TRUE,1
TB,2007,30,Bryant,28,21,TRUE,1
TB,2007,41,Bryant,34,24,TRUE,1
TB,2007,7,Bryant,34,0,TRUE,1
TB,2007,13,Bryant,22,3,TRUE,1
TB,2007,18,Bryant,31,0,TRUE,1
TB,2007,28,Bryant,23,-4,TRUE,1
TB,2007,46,Bryant,49,-4,TRUE,1
JAC,2007,17,Carney,35,0,TRUE,1
JAC,2007,57,Carney,27,3,TRUE,1
JAC,2007,30,Carney,19,7,TRUE,1
JAC,2007,32,Carney,27,10,TRUE,1
JAC,2007,58,Carney,18,6,TRUE,1
JAC,2007,15,Carney,20,0,TRUE,1
JAC,2007,28,Carney,48,10,TRUE,0
JAC,2007,8,Carney,42,-3,TRUE,0
JAC,2007,29,Carney,37,1,TRUE,1
JAC,2007,23,Carney,41,4,TRUE,1
JAC,2007,13,Carney,30,-3,FALSE,1
KC,2007,5,Carney,38,0,TRUE,1
KC,2007,42,Carney,36,1,TRUE,1
KC,2007,25,Carney,40,-7,FALSE,1
GB,2007,6,Crosby,53,7,FALSE,1
GB,2007,45,Crosby,37,-3,FALSE,1
GB,2007,60,Crosby,42,0,FALSE,1
GB,2007,9,Crosby,42,0,FALSE,0
GB,2007,13,Crosby,28,-7,FALSE,1
GB,2007,30,Crosby,28,1,FALSE,1
GB,2007,39,Crosby,44,4,FALSE,1
GB,2007,48,Crosby,33,4,FALSE,1
GB,2007,30,Crosby,37,7,FALSE,1
GB,2007,36,Crosby,37,7,FALSE,1
GB,2007,30,Crosby,46,-7,FALSE,0
GB,2007,42,Crosby,37,-7,FALSE,1
GB,2007,51,Crosby,38,3,FALSE,0
GB,2007,23,Crosby,19,0,TRUE,1
GB,2007,29,Crosby,26,3,TRUE,1
GB,2007,16,Crosby,48,0,TRUE,1
GB,2007,28,Crosby,36,3,TRUE,1
GB,2007,42,Crosby,52,-1,TRUE,0
GB,2007,52,Crosby,32,-1,TRUE,1
GB,2007,59,Crosby,45,1,TRUE,1
GB,2007,24,Crosby,39,7,FALSE,1
GB,2007,30,Crosby,24,10,FALSE,1
GB,2007,3,Crosby,49,0,FALSE,0
GB,2007,34,Crosby,49,25,FALSE,0
GB,2007,58,Crosby,47,11,FALSE,1
GB,2007,30,Crosby,20,5,FALSE,1
GB,2007,47,Crosby,20,19,FALSE,1
GB,2007,59,Crosby,26,8,FALSE,1
GB,2007,4,Crosby,47,0,FALSE,1
GB,2007,55,Crosby,52,-10,FALSE,1
GB,2007,29,Crosby,43,14,FALSE,0
GB,2007,35,Crosby,44,7,FALSE,1
GB,2007,48,Crosby,52,24,FALSE,0
GB,2007,27,Crosby,44,0,FALSE,1
GB,2007,35,Crosby,50,3,FALSE,1
GB,2007,49,Crosby,25,13,FALSE,1
GB,2007,57,Crosby,46,16,FALSE,1
GB,2007,33,Crosby,33,11,FALSE,1
GB,2007,50,Crosby,35,18,FALSE,1
GB,2007,29,Crosby,36,1,FALSE,1
GB,2007,49,Crosby,37,-3,FALSE,1
CLE,2007,10,Dawson,39,-7,TRUE,1
CLE,2007,15,Dawson,39,-4,TRUE,1
CLE,2007,55,Dawson,18,10,TRUE,1
